transcript_id	gene_id
transcript:TKW36803	SEVIR_1G006700v2
transcript:TKW36804	SEVIR_1G006800v2
transcript:TKW36806	SEVIR_1G006900v2
transcript:TKW36805	SEVIR_1G006900v2
transcript:TKW36807	SEVIR_1G007000v2
transcript:TKW36808	SEVIR_1G007100v2
transcript:TKW36810	SEVIR_1G007200v2
transcript:TKW36813	SEVIR_1G007200v2
transcript:TKW36814	SEVIR_1G007200v2
transcript:TKW36815	SEVIR_1G007200v2
transcript:TKW36811	SEVIR_1G007200v2
transcript:TKW36809	SEVIR_1G007200v2
transcript:TKW36812	SEVIR_1G007200v2
transcript:TKW36816	SEVIR_1G007300v2
transcript:TKW36817	SEVIR_1G007300v2
transcript:TKW36818	SEVIR_1G007300v2
transcript:TKW36819	SEVIR_1G007300v2
transcript:TKW36820	SEVIR_1G007400v2
transcript:TKW36823	SEVIR_1G007466v2
transcript:TKW36821	SEVIR_1G007466v2
transcript:TKW36822	SEVIR_1G007466v2
transcript:TKW36824	SEVIR_1G007532v2
transcript:TKW36825	SEVIR_1G007600v2
transcript:TKW36826	SEVIR_1G007700v2
transcript:TKW36827	SEVIR_1G007700v2
transcript:TKW36828	SEVIR_1G007700v2
transcript:TKW36829	SEVIR_1G007766v2
transcript:TKW36830	SEVIR_1G007733v2
transcript:TKW36831	SEVIR_1G007800v2
transcript:TKW36832	SEVIR_1G007900v2
transcript:TKW36833	SEVIR_1G008000v2
transcript:TKW36834	SEVIR_1G008000v2
transcript:TKW36835	SEVIR_1G008100v2
transcript:TKW36836	SEVIR_1G008200v2
transcript:TKW36837	SEVIR_1G008300v2
transcript:TKW36838	SEVIR_1G008400v2
transcript:TKW36839	SEVIR_1G008500v2
transcript:TKW36840	SEVIR_1G008600v2
transcript:TKW36841	SEVIR_1G008700v2
transcript:TKW36849	SEVIR_1G008801v2
transcript:TKW36845	SEVIR_1G008801v2
transcript:TKW36848	SEVIR_1G008801v2
transcript:TKW36847	SEVIR_1G008801v2
transcript:TKW36844	SEVIR_1G008801v2
transcript:TKW36846	SEVIR_1G008801v2
transcript:TKW36842	SEVIR_1G008801v2
transcript:TKW36843	SEVIR_1G008801v2
transcript:TKW36850	SEVIR_1G008900v2
transcript:TKW36851	SEVIR_1G009000v2
transcript:TKW36852	SEVIR_1G009100v2
transcript:TKW36853	SEVIR_1G009100v2
transcript:TKW36856	SEVIR_1G009100v2
transcript:TKW36855	SEVIR_1G009100v2
transcript:TKW36854	SEVIR_1G009100v2
transcript:TKW36857	SEVIR_1G009200v2
transcript:TKW36861	SEVIR_1G009300v2
transcript:TKW36859	SEVIR_1G009300v2
transcript:TKW36860	SEVIR_1G009300v2
transcript:TKW36858	SEVIR_1G009300v2
transcript:TKW36862	SEVIR_1G009300v2
transcript:TKW36863	SEVIR_1G009300v2
transcript:TKW36864	SEVIR_1G009400v2
transcript:TKW36865	SEVIR_1G009500v2
transcript:TKW36866	SEVIR_1G009600v2
transcript:TKW36867	SEVIR_1G009700v2
transcript:TKW36868	SEVIR_1G009700v2
transcript:TKW36869	SEVIR_1G009900v2
transcript:TKW36870	SEVIR_1G010000v2
transcript:TKW36871	SEVIR_1G010100v2
transcript:TKW36872	SEVIR_1G010200v2
transcript:TKW36874	SEVIR_1G010300v2
transcript:TKW36873	SEVIR_1G010300v2
transcript:TKW36875	SEVIR_1G010400v2
transcript:TKW36876	SEVIR_1G010500v2
transcript:TKW36877	SEVIR_1G010700v2
transcript:TKW36878	SEVIR_1G010600v2
transcript:TKW36879	SEVIR_1G010800v2
transcript:TKW36880	SEVIR_1G010900v2
transcript:TKW36881	SEVIR_1G010950v2
transcript:TKW36882	SEVIR_1G011000v2
transcript:TKW36883	SEVIR_1G011066v2
transcript:TKW36884	SEVIR_1G011132v2
transcript:TKW36885	SEVIR_1G011200v2
transcript:TKW36886	SEVIR_1G011300v2
transcript:TKW36887	SEVIR_1G011366v2
transcript:TKW36888	SEVIR_1G011432v2
transcript:TKW36889	SEVIR_1G011500v2
transcript:TKW36890	SEVIR_1G011500v2
transcript:TKW36891	SEVIR_1G011550v2
transcript:TKW36892	SEVIR_1G011600v2
transcript:TKW36893	SEVIR_1G011700v2
transcript:TKW36894	SEVIR_1G011750v2
transcript:TKW36895	SEVIR_1G011800v2
transcript:TKW36896	SEVIR_1G011800v2
transcript:TKW36897	SEVIR_1G011800v2
transcript:TKW36898	SEVIR_1G011900v2
transcript:TKW36900	SEVIR_1G011900v2
transcript:TKW36899	SEVIR_1G011900v2
transcript:TKW36901	SEVIR_1G012000v2
transcript:TKW36902	SEVIR_1G012100v2
transcript:TKW36903	SEVIR_1G012200v2
transcript:TKW36904	SEVIR_1G012300v2
transcript:TKW36905	SEVIR_1G012350v2
transcript:TKW36906	SEVIR_1G012400v2
transcript:TKW36907	SEVIR_1G012500v2
transcript:TKW36908	SEVIR_1G012600v2
transcript:TKW36909	SEVIR_1G012650v2
transcript:TKW36910	SEVIR_1G012700v2
transcript:TKW36911	SEVIR_1G012700v2
transcript:TKW36912	SEVIR_1G012800v2
transcript:TKW36913	SEVIR_1G012900v2
transcript:TKW36914	SEVIR_1G013000v2
transcript:TKW36915	SEVIR_1G013100v2
transcript:TKW36916	SEVIR_1G013200v2
transcript:TKW36917	SEVIR_1G013300v2
transcript:TKW36918	SEVIR_1G013400v2
transcript:TKW36919	SEVIR_1G013450v2
transcript:TKW36920	SEVIR_1G013500v2
transcript:TKW36921	SEVIR_1G013600v2
transcript:TKW36922	SEVIR_1G013700v2
transcript:TKW36923	SEVIR_1G013800v2
transcript:TKW36924	SEVIR_1G013900v2
transcript:TKW36925	SEVIR_1G014000v2
transcript:TKW36926	SEVIR_1G014000v2
transcript:TKW36927	SEVIR_1G014100v2
transcript:TKW36929	SEVIR_1G014200v2
transcript:TKW36930	SEVIR_1G014200v2
transcript:TKW36931	SEVIR_1G014200v2
transcript:TKW36928	SEVIR_1G014200v2
transcript:TKW36932	SEVIR_1G014250v2
transcript:TKW36933	SEVIR_1G014300v2
transcript:TKW36934	SEVIR_1G014400v2
transcript:TKW36935	SEVIR_1G014400v2
transcript:TKW36936	SEVIR_1G014500v2
transcript:TKW36937	SEVIR_1G014600v2
transcript:TKW36938	SEVIR_1G014700v2
transcript:TKW36939	SEVIR_1G014800v2
transcript:TKW36940	SEVIR_1G014900v2
transcript:TKW36941	SEVIR_1G015000v2
transcript:TKW36942	SEVIR_1G015100v2
transcript:TKW36943	SEVIR_1G015200v2
transcript:TKW36944	SEVIR_1G015250v2
transcript:TKW36946	SEVIR_1G015250v2
transcript:TKW36945	SEVIR_1G015250v2
transcript:TKW36947	SEVIR_1G015300v2
transcript:TKW36951	SEVIR_1G015300v2
transcript:TKW36948	SEVIR_1G015300v2
transcript:TKW36949	SEVIR_1G015300v2
transcript:TKW36950	SEVIR_1G015300v2
transcript:TKW36952	SEVIR_1G015400v2
transcript:TKW36953	SEVIR_1G015400v2
transcript:TKW36954	SEVIR_1G015450v2
transcript:TKW36955	SEVIR_1G015500v2
transcript:TKW36956	SEVIR_1G015500v2
transcript:TKW36957	SEVIR_1G015500v2
transcript:TKW36958	SEVIR_1G015600v2
transcript:TKW36959	SEVIR_1G015650v2
transcript:TKW36960	SEVIR_1G015700v2
transcript:TKW36961	SEVIR_1G015750v2
transcript:TKW36962	SEVIR_1G015801v2
transcript:TKW36963	SEVIR_1G015851v2
transcript:TKW36964	SEVIR_1G015900v2
transcript:TKW36965	SEVIR_1G016000v2
transcript:TKW36966	SEVIR_1G016200v2
transcript:TKW36967	SEVIR_1G016300v2
transcript:TKW36968	SEVIR_1G016300v2
transcript:TKW36970	SEVIR_1G016300v2
transcript:TKW36969	SEVIR_1G016300v2
transcript:TKW36971	SEVIR_1G016400v2
transcript:TKW36972	SEVIR_1G016500v2
transcript:TKW36973	SEVIR_1G016600v2
transcript:TKW36974	SEVIR_1G016600v2
transcript:TKW36975	SEVIR_1G016700v2
transcript:TKW36976	SEVIR_1G016800v2
transcript:TKW36977	SEVIR_1G016850v2
transcript:TKW36978	SEVIR_1G016900v2
transcript:TKW36979	SEVIR_1G017000v2
transcript:TKW36980	SEVIR_1G017100v2
transcript:TKW36981	SEVIR_1G017150v2
transcript:TKW36982	SEVIR_1G017200v2
transcript:TKW36983	SEVIR_1G017400v2
transcript:TKW36984	SEVIR_1G017500v2
transcript:TKW36987	SEVIR_1G017600v2
transcript:TKW36986	SEVIR_1G017600v2
transcript:TKW36985	SEVIR_1G017600v2
transcript:TKW36988	SEVIR_1G017700v2
transcript:TKW36989	SEVIR_1G017800v2
transcript:TKW36990	SEVIR_1G017900v2
transcript:TKW36991	SEVIR_1G018000v2
transcript:TKW36992	SEVIR_1G018100v2
transcript:TKW36993	SEVIR_1G018200v2
transcript:TKW36994	SEVIR_1G018300v2
transcript:TKW36995	SEVIR_1G018400v2
transcript:TKW36996	SEVIR_1G018500v2
transcript:TKW36997	SEVIR_1G018600v2
transcript:TKW36998	SEVIR_1G018700v2
transcript:TKW36999	SEVIR_1G018800v2
transcript:TKW37003	SEVIR_1G018900v2
transcript:TKW37000	SEVIR_1G019000v2
transcript:TKW37001	SEVIR_1G019000v2
transcript:TKW37002	SEVIR_1G019000v2
transcript:TKW37004	SEVIR_1G019100v2
transcript:TKW37005	SEVIR_1G019201v2
transcript:TKW37006	SEVIR_1G019300v2
transcript:TKW37007	SEVIR_1G019400v2
transcript:TKW37008	SEVIR_1G019500v2
transcript:TKW37009	SEVIR_1G019600v2
transcript:TKW37010	SEVIR_1G019600v2
transcript:TKW37012	SEVIR_1G019600v2
transcript:TKW37013	SEVIR_1G019600v2
transcript:TKW37011	SEVIR_1G019600v2
transcript:TKW37014	SEVIR_1G019600v2
transcript:TKW37015	SEVIR_1G019700v2
transcript:TKW37016	SEVIR_1G019800v2
transcript:TKW37017	SEVIR_1G019900v2
transcript:TKW37018	SEVIR_1G020000v2
transcript:TKW37019	SEVIR_1G020050v2
transcript:TKW37020	SEVIR_1G020100v2
transcript:TKW37021	SEVIR_1G020200v2
transcript:TKW37022	SEVIR_1G020250v2
transcript:TKW37023	SEVIR_1G020300v2
transcript:TKW37024	SEVIR_1G020300v2
transcript:TKW37025	SEVIR_1G020400v2
transcript:TKW37026	SEVIR_1G020500v2
transcript:TKW37027	SEVIR_1G020600v2
transcript:TKW37028	SEVIR_1G020700v2
transcript:TKW37029	SEVIR_1G020800v2
transcript:TKW37030	SEVIR_1G020900v2
transcript:TKW37031	SEVIR_1G020950v2
transcript:TKW37032	SEVIR_1G021000v2
transcript:TKW37033	SEVIR_1G021100v2
transcript:TKW37034	SEVIR_1G021200v2
transcript:TKW37035	SEVIR_1G021250v2
transcript:TKW37036	SEVIR_1G021300v2
transcript:TKW37037	SEVIR_1G021400v2
transcript:TKW37038	SEVIR_1G021400v2
transcript:TKW37039	SEVIR_1G021400v2
transcript:TKW37040	SEVIR_1G021400v2
transcript:TKW37041	SEVIR_1G021500v2
transcript:TKW37042	SEVIR_1G021600v2
transcript:TKW37043	SEVIR_1G021700v2
transcript:TKW37044	SEVIR_1G021800v2
transcript:TKW37045	SEVIR_1G021900v2
transcript:TKW37046	SEVIR_1G022000v2
transcript:TKW37047	SEVIR_1G022100v2
transcript:TKW37048	SEVIR_1G022200v2
transcript:TKW37049	SEVIR_1G022300v2
transcript:TKW37050	SEVIR_1G022400v2
transcript:TKW37051	SEVIR_1G022500v2
transcript:TKW37052	SEVIR_1G022600v2
transcript:TKW37053	SEVIR_1G022700v2
transcript:TKW37054	SEVIR_1G022800v2
transcript:TKW37055	SEVIR_1G022900v2
transcript:TKW37056	SEVIR_1G023000v2
transcript:TKW37057	SEVIR_1G023000v2
transcript:TKW37058	SEVIR_1G023100v2
transcript:TKW37059	SEVIR_1G023200v2
transcript:TKW37060	SEVIR_1G023300v2
transcript:TKW37061	SEVIR_1G023401v2
transcript:TKW37062	SEVIR_1G023500v2
transcript:TKW37063	SEVIR_1G023600v2
transcript:TKW37064	SEVIR_1G023700v2
transcript:TKW37065	SEVIR_1G023800v2
transcript:TKW37066	SEVIR_1G024000v2
transcript:TKW37067	SEVIR_1G024100v2
transcript:TKW37068	SEVIR_1G024200v2
transcript:TKW37069	SEVIR_1G024300v2
transcript:TKW37070	SEVIR_1G024400v2
transcript:TKW37071	SEVIR_1G024500v2
transcript:TKW37073	SEVIR_1G024600v2
transcript:TKW37072	SEVIR_1G024600v2
transcript:TKW37074	SEVIR_1G024700v2
transcript:TKW37075	SEVIR_1G024800v2
transcript:TKW37076	SEVIR_1G024900v2
transcript:TKW37077	SEVIR_1G025000v2
transcript:TKW37080	SEVIR_1G025000v2
transcript:TKW37078	SEVIR_1G025000v2
transcript:TKW37079	SEVIR_1G025000v2
transcript:TKW37081	SEVIR_1G025100v2
transcript:TKW37082	SEVIR_1G025200v2
transcript:TKW37083	SEVIR_1G025233v2
transcript:TKW37084	SEVIR_1G025266v2
transcript:TKW37085	SEVIR_1G025300v2
transcript:TKW37086	SEVIR_1G025400v2
transcript:TKW37087	SEVIR_1G025500v2
transcript:TKW37088	SEVIR_1G025600v2
transcript:TKW37089	SEVIR_1G025700v2
transcript:TKW37090	SEVIR_1G025800v2
transcript:TKW37091	SEVIR_1G025800v2
transcript:TKW37092	SEVIR_1G025900v2
transcript:TKW37093	SEVIR_1G026000v2
transcript:TKW37094	SEVIR_1G026100v2
transcript:TKW37095	SEVIR_1G026150v2
transcript:TKW37096	SEVIR_1G026200v2
transcript:TKW37097	SEVIR_1G026300v2
transcript:TKW37098	SEVIR_1G026400v2
transcript:TKW37099	SEVIR_1G026500v2
transcript:TKW37100	SEVIR_1G026600v2
transcript:TKW37101	SEVIR_1G026700v2
transcript:TKW37102	SEVIR_1G026800v2
transcript:TKW37103	SEVIR_1G026900v2
transcript:TKW37104	SEVIR_1G027000v2
transcript:TKW37105	SEVIR_1G027100v2
transcript:TKW37106	SEVIR_1G027200v2
transcript:TKW37107	SEVIR_1G027300v2
transcript:TKW37108	SEVIR_1G027400v2
transcript:TKW37109	SEVIR_1G027600v2
transcript:TKW37110	SEVIR_1G027700v2
transcript:TKW37111	SEVIR_1G027800v2
transcript:TKW37112	SEVIR_1G027901v2
transcript:TKW37113	SEVIR_1G028000v2
transcript:TKW37114	SEVIR_1G028100v2
transcript:TKW37115	SEVIR_1G028200v2
transcript:TKW37116	SEVIR_1G028200v2
transcript:TKW37117	SEVIR_1G028300v2
transcript:TKW37118	SEVIR_1G028500v2
transcript:TKW37119	SEVIR_1G028600v2
transcript:TKW37120	SEVIR_1G028700v2
transcript:TKW37121	SEVIR_1G028700v2
transcript:TKW37122	SEVIR_1G028800v2
transcript:TKW37123	SEVIR_1G028800v2
transcript:TKW37124	SEVIR_1G028900v2
transcript:TKW37125	SEVIR_1G028900v2
transcript:TKW37126	SEVIR_1G029000v2
transcript:TKW37127	SEVIR_1G029100v2
transcript:TKW37128	SEVIR_1G029200v2
transcript:TKW37129	SEVIR_1G029300v2
transcript:TKW37130	SEVIR_1G029340v2
transcript:TKW37131	SEVIR_1G029340v2
transcript:TKW37132	SEVIR_1G029380v2
transcript:TKW37133	SEVIR_1G029420v2
transcript:TKW37134	SEVIR_1G029460v2
transcript:TKW37135	SEVIR_1G029500v2
transcript:TKW37136	SEVIR_1G029600v2
transcript:TKW37137	SEVIR_1G029700v2
transcript:TKW37138	SEVIR_1G029800v2
transcript:TKW37139	SEVIR_1G029900v2
transcript:TKW37140	SEVIR_1G030000v2
transcript:TKW37141	SEVIR_1G030000v2
transcript:TKW37142	SEVIR_1G030100v2
transcript:TKW37143	SEVIR_1G030200v2
transcript:TKW37144	SEVIR_1G030300v2
transcript:TKW37145	SEVIR_1G030400v2
transcript:TKW37146	SEVIR_1G030500v2
transcript:TKW37147	SEVIR_1G030600v2
transcript:TKW37148	SEVIR_1G030800v2
transcript:TKW37149	SEVIR_1G030700v2
transcript:TKW37150	SEVIR_1G030900v2
transcript:TKW37151	SEVIR_1G030950v2
transcript:TKW37152	SEVIR_1G031000v2
transcript:TKW37157	SEVIR_1G031100v2
transcript:TKW37160	SEVIR_1G031100v2
transcript:TKW37155	SEVIR_1G031100v2
transcript:TKW37153	SEVIR_1G031100v2
transcript:TKW37154	SEVIR_1G031100v2
transcript:TKW37156	SEVIR_1G031100v2
transcript:TKW37158	SEVIR_1G031100v2
transcript:TKW37159	SEVIR_1G031100v2
transcript:TKW37161	SEVIR_1G031200v2
transcript:TKW37163	SEVIR_1G031300v2
transcript:TKW37162	SEVIR_1G031300v2
transcript:TKW37164	SEVIR_1G031400v2
transcript:TKW37165	SEVIR_1G031400v2
transcript:TKW37166	SEVIR_1G031400v2
transcript:TKW37167	SEVIR_1G031500v2
transcript:TKW37168	SEVIR_1G031600v2
transcript:TKW37169	SEVIR_1G031700v2
transcript:TKW37170	SEVIR_1G031800v2
transcript:TKW37171	SEVIR_1G031900v2
transcript:TKW37172	SEVIR_1G032000v2
transcript:TKW37173	SEVIR_1G032100v2
transcript:TKW37174	SEVIR_1G032100v2
transcript:TKW37175	SEVIR_1G032200v2
transcript:TKW37176	SEVIR_1G032200v2
transcript:TKW37177	SEVIR_1G032200v2
transcript:TKW37178	SEVIR_1G032300v2
transcript:TKW37179	SEVIR_1G032350v2
transcript:TKW37180	SEVIR_1G032400v2
transcript:TKW37181	SEVIR_1G032600v2
transcript:TKW37182	SEVIR_1G032800v2
transcript:TKW37183	SEVIR_1G032900v2
transcript:TKW37185	SEVIR_1G033000v2
transcript:TKW37186	SEVIR_1G033000v2
transcript:TKW37184	SEVIR_1G033000v2
transcript:TKW37187	SEVIR_1G033100v2
transcript:TKW37188	SEVIR_1G033200v2
transcript:TKW37190	SEVIR_1G033250v2
transcript:TKW37197	SEVIR_1G033250v2
transcript:TKW37196	SEVIR_1G033250v2
transcript:TKW37193	SEVIR_1G033250v2
transcript:TKW37194	SEVIR_1G033250v2
transcript:TKW37199	SEVIR_1G033250v2
transcript:TKW37201	SEVIR_1G033250v2
transcript:TKW37189	SEVIR_1G033250v2
transcript:TKW37198	SEVIR_1G033250v2
transcript:TKW37202	SEVIR_1G033250v2
transcript:TKW37195	SEVIR_1G033250v2
transcript:TKW37203	SEVIR_1G033250v2
transcript:TKW37200	SEVIR_1G033250v2
transcript:TKW37191	SEVIR_1G033250v2
transcript:TKW37192	SEVIR_1G033250v2
transcript:TKW37204	SEVIR_1G033300v2
transcript:TKW37205	SEVIR_1G033400v2
transcript:TKW37206	SEVIR_1G033400v2
transcript:TKW37207	SEVIR_1G033400v2
transcript:TKW37208	SEVIR_1G033400v2
transcript:TKW37209	SEVIR_1G033500v2
transcript:TKW37210	SEVIR_1G033600v2
transcript:TKW37211	SEVIR_1G033700v2
transcript:TKW37212	SEVIR_1G033800v2
transcript:TKW37213	SEVIR_1G033900v2
transcript:TKW37214	SEVIR_1G034000v2
transcript:TKW37215	SEVIR_1G034100v2
transcript:TKW37216	SEVIR_1G034200v2
transcript:TKW37217	SEVIR_1G034300v2
transcript:TKW37218	SEVIR_1G034400v2
transcript:TKW37219	SEVIR_1G034500v2
transcript:TKW37220	SEVIR_1G034500v2
transcript:TKW37221	SEVIR_1G034600v2
transcript:TKW37222	SEVIR_1G034700v2
transcript:TKW37228	SEVIR_1G034800v2
transcript:TKW37224	SEVIR_1G034800v2
transcript:TKW37226	SEVIR_1G034800v2
transcript:TKW37227	SEVIR_1G034800v2
transcript:TKW37229	SEVIR_1G034800v2
transcript:TKW37225	SEVIR_1G034800v2
transcript:TKW37223	SEVIR_1G034800v2
transcript:TKW37230	SEVIR_1G034800v2
transcript:TKW37231	SEVIR_1G034900v2
transcript:TKW37232	SEVIR_1G034900v2
transcript:TKW37234	SEVIR_1G035000v2
transcript:TKW37233	SEVIR_1G035000v2
transcript:TKW37235	SEVIR_1G035100v2
transcript:TKW37236	SEVIR_1G035200v2
transcript:TKW37237	SEVIR_1G035300v2
transcript:TKW37238	SEVIR_1G035400v2
transcript:TKW37249	SEVIR_1G035500v2
transcript:TKW37244	SEVIR_1G035600v2
transcript:TKW37242	SEVIR_1G035600v2
transcript:TKW37243	SEVIR_1G035600v2
transcript:TKW37240	SEVIR_1G035600v2
transcript:TKW37241	SEVIR_1G035600v2
transcript:TKW37245	SEVIR_1G035600v2
transcript:TKW37246	SEVIR_1G035600v2
transcript:TKW37248	SEVIR_1G035600v2
transcript:TKW37247	SEVIR_1G035600v2
transcript:TKW37239	SEVIR_1G035700v2
transcript:TKW37250	SEVIR_1G035750v2
transcript:TKW37251	SEVIR_1G035800v2
transcript:TKW37252	SEVIR_1G035900v2
transcript:TKW37253	SEVIR_1G035950v2
transcript:TKW37254	SEVIR_1G036000v2
transcript:TKW37255	SEVIR_1G036050v2
transcript:TKW37256	SEVIR_1G036100v2
transcript:TKW37257	SEVIR_1G036123v2
transcript:TKW37258	SEVIR_1G036146v2
transcript:TKW37259	SEVIR_1G036169v2
transcript:TKW37260	SEVIR_1G036192v2
transcript:TKW37261	SEVIR_1G036192v2
transcript:TKW37262	SEVIR_1G036215v2
transcript:TKW37263	SEVIR_1G036238v2
transcript:TKW37264	SEVIR_1G036261v2
transcript:TKW37265	SEVIR_1G036284v2
transcript:TKW37266	SEVIR_1G036307v2
transcript:TKW37267	SEVIR_1G036330v2
transcript:TKW37268	SEVIR_1G036353v2
transcript:TKW37269	SEVIR_1G036376v2
transcript:TKW37270	SEVIR_1G036400v2
transcript:TKW37271	SEVIR_1G036400v2
transcript:TKW37273	SEVIR_1G036400v2
transcript:TKW37272	SEVIR_1G036400v2
transcript:TKW37274	SEVIR_1G036500v2
transcript:TKW37275	SEVIR_1G036600v2
transcript:TKW37276	SEVIR_1G036700v2
transcript:TKW37277	SEVIR_1G036800v2
transcript:TKW37279	SEVIR_1G036900v2
transcript:TKW37278	SEVIR_1G036900v2
transcript:TKW37280	SEVIR_1G037000v2
transcript:TKW37281	SEVIR_1G037050v2
transcript:TKW37282	SEVIR_1G037100v2
transcript:TKW37288	SEVIR_1G037200v2
transcript:TKW37283	SEVIR_1G037200v2
transcript:TKW37290	SEVIR_1G037200v2
transcript:TKW37284	SEVIR_1G037200v2
transcript:TKW37285	SEVIR_1G037200v2
transcript:TKW37286	SEVIR_1G037200v2
transcript:TKW37287	SEVIR_1G037200v2
transcript:TKW37289	SEVIR_1G037200v2
transcript:TKW37292	SEVIR_1G037300v2
transcript:TKW37291	SEVIR_1G037300v2
transcript:TKW37293	SEVIR_1G037400v2
transcript:TKW37294	SEVIR_1G037500v2
transcript:TKW37295	SEVIR_1G037575v2
transcript:TKW37296	SEVIR_1G037650v2
transcript:TKW37297	SEVIR_1G037725v2
transcript:TKW37298	SEVIR_1G037800v2
transcript:TKW37300	SEVIR_1G037900v2
transcript:TKW37299	SEVIR_1G037900v2
transcript:TKW37301	SEVIR_1G038000v2
transcript:TKW37302	SEVIR_1G038100v2
transcript:TKW37303	SEVIR_1G038200v2
transcript:TKW37304	SEVIR_1G038300v2
transcript:TKW37305	SEVIR_1G038400v2
transcript:TKW37306	SEVIR_1G038500v2
transcript:TKW37307	SEVIR_1G038600v2
transcript:TKW37308	SEVIR_1G038700v2
transcript:TKW37310	SEVIR_1G038800v2
transcript:TKW37312	SEVIR_1G038800v2
transcript:TKW37313	SEVIR_1G038800v2
transcript:TKW37309	SEVIR_1G038800v2
transcript:TKW37311	SEVIR_1G038800v2
transcript:TKW37314	SEVIR_1G038866v2
transcript:TKW37315	SEVIR_1G038932v2
transcript:TKW37316	SEVIR_1G039000v2
transcript:TKW37317	SEVIR_1G039100v2
transcript:TKW37318	SEVIR_1G039150v2
