transcript_id	gene_id
transcript:ENSRNA050013902-T1	ENSRNA050013902
transcript:ENSRNA050013892-T1	ENSRNA050013892
transcript:ENSRNA050013936-T1	ENSRNA050013936
transcript:ENSRNA050013840-T1	ENSRNA050013840
transcript:ENSRNA050013932-T1	ENSRNA050013932
transcript:ENSRNA050013887-T1	ENSRNA050013887
transcript:TraesCS1A02G000600.1	TraesCS1A02G000600
transcript:ENSRNA050013855-T1	ENSRNA050013855
transcript:ENSRNA050013925-T1	ENSRNA050013925
transcript:TraesCS1A02G000700.1	TraesCS1A02G000700
transcript:ENSRNA050013886-T1	ENSRNA050013886
transcript:ENSRNA050013857-T1	ENSRNA050013857
transcript:ENSRNA050013915-T1	ENSRNA050013915
transcript:TraesCS1A02G000800.1	TraesCS1A02G000800
transcript:ENSRNA050013878-T1	ENSRNA050013878
transcript:ENSRNA050013864-T1	ENSRNA050013864
transcript:ENSRNA050013921-T1	ENSRNA050013921
transcript:ENSRNA050013835-T1	ENSRNA050013835
transcript:ENSRNA050013927-T1	ENSRNA050013927
transcript:ENSRNA050013879-T1	ENSRNA050013879
transcript:ENSRNA050013852-T1	ENSRNA050013852
transcript:ENSRNA050013934-T1	ENSRNA050013934
transcript:TraesCS1A02G000900.1	TraesCS1A02G000900
transcript:ENSRNA050013842-T1	ENSRNA050013842
transcript:ENSRNA050013905-T1	ENSRNA050013905
transcript:ENSRNA050013856-T1	ENSRNA050013856
transcript:ENSRNA050013926-T1	ENSRNA050013926
transcript:ENSRNA050013854-T1	ENSRNA050013854
transcript:ENSRNA050013924-T1	ENSRNA050013924
transcript:ENSRNA050013885-T1	ENSRNA050013885
transcript:TraesCS1A02G001100.1	TraesCS1A02G001100
transcript:TraesCS1A02G001000.1	TraesCS1A02G001000
transcript:ENSRNA050013899-T1	ENSRNA050013899
transcript:ENSRNA050013849-T1	ENSRNA050013849
transcript:ENSRNA050013898-T1	ENSRNA050013898
transcript:ENSRNA050013845-T1	ENSRNA050013845
transcript:TraesCS1A02G001200.1	TraesCS1A02G001200
transcript:ENSRNA050013929-T1	ENSRNA050013929
transcript:ENSRNA050013858-T1	ENSRNA050013858
transcript:TraesCS1A02G001400.1	TraesCS1A02G001400
transcript:TraesCS1A02G001300.1	TraesCS1A02G001300
transcript:ENSRNA050013920-T1	ENSRNA050013920
transcript:ENSRNA050013859-T1	ENSRNA050013859
transcript:ENSRNA050013882-T1	ENSRNA050013882
transcript:ENSRNA050013940-T1	ENSRNA050013940
transcript:ENSRNA050013910-T1	ENSRNA050013910
transcript:ENSRNA050013839-T1	ENSRNA050013839
transcript:ENSRNA050013880-T1	ENSRNA050013880
transcript:TraesCS1A02G001500.1	TraesCS1A02G001500
transcript:ENSRNA050013894-T1	ENSRNA050013894
transcript:ENSRNA050013833-T1	ENSRNA050013833
transcript:ENSRNA050013933-T1	ENSRNA050013933
transcript:ENSRNA050013928-T1	ENSRNA050013928
transcript:TraesCS1A02G001600.1	TraesCS1A02G001600
transcript:ENSRNA050013871-T1	ENSRNA050013871
transcript:ENSRNA050013912-T1	ENSRNA050013912
transcript:ENSRNA050013883-T1	ENSRNA050013883
transcript:ENSRNA050013893-T1	ENSRNA050013893
transcript:ENSRNA050013861-T1	ENSRNA050013861
transcript:ENSRNA050013900-T1	ENSRNA050013900
transcript:ENSRNA050013881-T1	ENSRNA050013881
transcript:ENSRNA050013938-T1	ENSRNA050013938
transcript:ENSRNA050013890-T1	ENSRNA050013890
transcript:ENSRNA050013877-T1	ENSRNA050013877
transcript:ENSRNA050013846-T1	ENSRNA050013846
transcript:ENSRNA050013896-T1	ENSRNA050013896
transcript:ENSRNA050013888-T1	ENSRNA050013888
transcript:ENSRNA050013841-T1	ENSRNA050013841
transcript:ENSRNA050013917-T1	ENSRNA050013917
transcript:ENSRNA050013889-T1	ENSRNA050013889
transcript:ENSRNA050013843-T1	ENSRNA050013843
transcript:ENSRNA050013907-T1	ENSRNA050013907
transcript:ENSRNA050013848-T1	ENSRNA050013848
transcript:ENSRNA050013906-T1	ENSRNA050013906
transcript:TraesCS1A02G001700.1	TraesCS1A02G001700
transcript:ENSRNA050013868-T1	ENSRNA050013868
transcript:ENSRNA050013930-T1	ENSRNA050013930
transcript:ENSRNA050013850-T1	ENSRNA050013850
transcript:ENSRNA050013922-T1	ENSRNA050013922
transcript:ENSRNA050013863-T1	ENSRNA050013863
transcript:ENSRNA050013916-T1	ENSRNA050013916
transcript:TraesCS1A02G001800.1	TraesCS1A02G001800
transcript:TraesCS1A02G001900.6	TraesCS1A02G001900
transcript:TraesCS1A02G001900.5	TraesCS1A02G001900
transcript:TraesCS1A02G001900.10	TraesCS1A02G001900
transcript:TraesCS1A02G001900.3	TraesCS1A02G001900
transcript:TraesCS1A02G001900.7	TraesCS1A02G001900
transcript:TraesCS1A02G001900.8	TraesCS1A02G001900
transcript:TraesCS1A02G001900.9	TraesCS1A02G001900
transcript:TraesCS1A02G001900.2	TraesCS1A02G001900
transcript:TraesCS1A02G001900.1	TraesCS1A02G001900
transcript:TraesCS1A02G001900.4	TraesCS1A02G001900
transcript:TraesCS1A02G002000.1	TraesCS1A02G002000
transcript:TraesCS1A02G002100.1	TraesCS1A02G002100
transcript:TraesCS1A02G002200.1	TraesCS1A02G002200
transcript:TraesCS1A02G002300.1	TraesCS1A02G002300
transcript:TraesCS1A02G002400.1	TraesCS1A02G002400
transcript:TraesCS1A02G002500.1	TraesCS1A02G002500
transcript:TraesCS1A02G002700.1	TraesCS1A02G002700
transcript:TraesCS1A02G002800.1	TraesCS1A02G002800
transcript:TraesCS1A02G002900.1	TraesCS1A02G002900
transcript:TraesCS1A02G002900.2	TraesCS1A02G002900
transcript:TraesCS1A02G003000.1	TraesCS1A02G003000
transcript:TraesCS1A02G003100.1	TraesCS1A02G003100
transcript:TraesCS1A02G003200.1	TraesCS1A02G003200
transcript:TraesCS1A02G003300.1	TraesCS1A02G003300
transcript:TraesCS1A02G003400.1	TraesCS1A02G003400
transcript:TraesCS1A02G003500.1	TraesCS1A02G003500
transcript:TraesCS1A02G003546.1	TraesCS1A02G003546
transcript:TraesCS1A02G003600.1	TraesCS1A02G003600
transcript:TraesCS1A02G003700.1	TraesCS1A02G003700
transcript:TraesCS1A02G003800.1	TraesCS1A02G003800
transcript:TraesCS1A02G003900.1	TraesCS1A02G003900
transcript:TraesCS1A02G004000.1	TraesCS1A02G004000
transcript:TraesCS1A02G004100.1	TraesCS1A02G004100
transcript:TraesCS1A02G004126.1	TraesCS1A02G004126
transcript:TraesCS1A02G004200.1	TraesCS1A02G004200
transcript:TraesCS1A02G004300.1	TraesCS1A02G004300
transcript:TraesCS1A02G004400.1	TraesCS1A02G004400
transcript:TraesCS1A02G004500.1	TraesCS1A02G004500
transcript:TraesCS1A02G004600.1	TraesCS1A02G004600
transcript:TraesCS1A02G004700.1	TraesCS1A02G004700
transcript:TraesCS1A02G004800.1	TraesCS1A02G004800
transcript:TraesCS1A02G004900.1	TraesCS1A02G004900
transcript:TraesCS1A02G005000.1	TraesCS1A02G005000
transcript:TraesCS1A02G005100.1	TraesCS1A02G005100
transcript:TraesCS1A02G005200.1	TraesCS1A02G005200
transcript:TraesCS1A02G005300.1	TraesCS1A02G005300
transcript:TraesCS1A02G005315.1	TraesCS1A02G005315
transcript:TraesCS1A02G005368.1	TraesCS1A02G005368
transcript:TraesCS1A02G005387.1	TraesCS1A02G005387
transcript:TraesCS1A02G005400.1	TraesCS1A02G005400
transcript:TraesCS1A02G005500.1	TraesCS1A02G005500
transcript:TraesCS1A02G005600.2	TraesCS1A02G005600
transcript:TraesCS1A02G005600.6	TraesCS1A02G005600
transcript:TraesCS1A02G005600.1	TraesCS1A02G005600
transcript:TraesCS1A02G005600.3	TraesCS1A02G005600
transcript:TraesCS1A02G005600.4	TraesCS1A02G005600
transcript:TraesCS1A02G005600.5	TraesCS1A02G005600
transcript:ENSRNA050009944-T1	ENSRNA050009944
transcript:TraesCS1A02G005700.1	TraesCS1A02G005700
transcript:TraesCS1A02G005800.1	TraesCS1A02G005800
transcript:TraesCS1A02G005800.2	TraesCS1A02G005800
transcript:TraesCS1A02G005900.1	TraesCS1A02G005900
transcript:TraesCS1A02G006000.1	TraesCS1A02G006000
transcript:TraesCS1A02G006100.1	TraesCS1A02G006100
transcript:TraesCS1A02G006200.1	TraesCS1A02G006200
transcript:TraesCS1A02G006300.1	TraesCS1A02G006300
transcript:TraesCS1A02G006400.1	TraesCS1A02G006400
transcript:TraesCS1A02G006500.1	TraesCS1A02G006500
transcript:TraesCS1A02G006700.1	TraesCS1A02G006700
transcript:TraesCS1A02G006800.1	TraesCS1A02G006800
transcript:TraesCS1A02G006900.1	TraesCS1A02G006900
transcript:TraesCS1A02G007000.1	TraesCS1A02G007000
transcript:TraesCS1A02G007100.1	TraesCS1A02G007100
transcript:TraesCS1A02G007200.1	TraesCS1A02G007200
transcript:TraesCS1A02G007236.1	TraesCS1A02G007236
transcript:TraesCS1A02G007300.1	TraesCS1A02G007300
transcript:TraesCS1A02G007344.1	TraesCS1A02G007344
transcript:TraesCS1A02G007400.1	TraesCS1A02G007400
transcript:TraesCS1A02G007405.1	TraesCS1A02G007405
transcript:TraesCS1A02G007500.1	TraesCS1A02G007500
transcript:TraesCS1A02G007600.1	TraesCS1A02G007600
transcript:TraesCS1A02G007700.1	TraesCS1A02G007700
transcript:TraesCS1A02G007800.1	TraesCS1A02G007800
transcript:TraesCS1A02G007900.1	TraesCS1A02G007900
transcript:TraesCS1A02G007934.1	TraesCS1A02G007934
transcript:TraesCS1A02G008000.1	TraesCS1A02G008000
transcript:TraesCS1A02G008100.1	TraesCS1A02G008100
transcript:TraesCS1A02G008200.1	TraesCS1A02G008200
transcript:TraesCS1A02G008300.1	TraesCS1A02G008300
transcript:TraesCS1A02G008353.1	TraesCS1A02G008353
transcript:TraesCS1A02G008400.1	TraesCS1A02G008400
transcript:TraesCS1A02G008500.1	TraesCS1A02G008500
transcript:TraesCS1A02G008600.1	TraesCS1A02G008600
transcript:TraesCS1A02G008700.1	TraesCS1A02G008700
transcript:TraesCS1A02G008800.1	TraesCS1A02G008800
transcript:TraesCS1A02G008900.1	TraesCS1A02G008900
transcript:TraesCS1A02G009000.1	TraesCS1A02G009000
transcript:TraesCS1A02G009000.2	TraesCS1A02G009000
transcript:TraesCS1A02G009000.3	TraesCS1A02G009000
transcript:TraesCS1A02G009100.1	TraesCS1A02G009100
transcript:TraesCS1A02G009200.1	TraesCS1A02G009200
transcript:TraesCS1A02G009300.1	TraesCS1A02G009300
transcript:TraesCS1A02G009320.1	TraesCS1A02G009320
transcript:TraesCS1A02G009400.1	TraesCS1A02G009400
transcript:TraesCS1A02G009500.1	TraesCS1A02G009500
transcript:TraesCS1A02G009600.1	TraesCS1A02G009600
transcript:TraesCS1A02G009700.1	TraesCS1A02G009700
transcript:TraesCS1A02G009900.1	TraesCS1A02G009900
transcript:TraesCS1A02G010000.1	TraesCS1A02G010000
transcript:TraesCS1A02G010100.1	TraesCS1A02G010100
transcript:TraesCS1A02G010200.1	TraesCS1A02G010200
transcript:TraesCS1A02G010300.1	TraesCS1A02G010300
transcript:TraesCS1A02G010400.1	TraesCS1A02G010400
transcript:TraesCS1A02G010500.1	TraesCS1A02G010500
transcript:TraesCS1A02G010600.1	TraesCS1A02G010600
transcript:TraesCS1A02G010700.1	TraesCS1A02G010700
transcript:TraesCS1A02G010800.1	TraesCS1A02G010800
transcript:TraesCS1A02G010900.1	TraesCS1A02G010900
transcript:TraesCS1A02G010905.1	TraesCS1A02G010905
transcript:TraesCS1A02G011100.1	TraesCS1A02G011100
transcript:TraesCS1A02G011200.1	TraesCS1A02G011200
transcript:TraesCS1A02G011200.2	TraesCS1A02G011200
transcript:TraesCS1A02G011300.1	TraesCS1A02G011300
transcript:TraesCS1A02G011400.1	TraesCS1A02G011400
transcript:TraesCS1A02G011500.1	TraesCS1A02G011500
transcript:TraesCS1A02G011600.1	TraesCS1A02G011600
transcript:TraesCS1A02G011700.1	TraesCS1A02G011700
transcript:TraesCS1A02G011800.1	TraesCS1A02G011800
transcript:TraesCS1A02G011900.1	TraesCS1A02G011900
transcript:TraesCS1A02G012000.1	TraesCS1A02G012000
transcript:TraesCS1A02G012100.1	TraesCS1A02G012100
transcript:TraesCS1A02G012200.1	TraesCS1A02G012200
transcript:TraesCS1A02G012300.1	TraesCS1A02G012300
transcript:TraesCS1A02G012400.1	TraesCS1A02G012400
transcript:TraesCS1A02G012500.3	TraesCS1A02G012500
transcript:TraesCS1A02G012500.1	TraesCS1A02G012500
transcript:TraesCS1A02G012500.2	TraesCS1A02G012500
transcript:TraesCS1A02G012500.4	TraesCS1A02G012500
transcript:TraesCS1A02G012600.1	TraesCS1A02G012600
transcript:TraesCS1A02G012700.1	TraesCS1A02G012700
transcript:TraesCS1A02G012800.1	TraesCS1A02G012800
transcript:TraesCS1A02G012900.1	TraesCS1A02G012900
transcript:TraesCS1A02G013000.1	TraesCS1A02G013000
transcript:TraesCS1A02G013100.1	TraesCS1A02G013100
transcript:TraesCS1A02G013200.1	TraesCS1A02G013200
transcript:TraesCS1A02G013300.1	TraesCS1A02G013300
transcript:TraesCS1A02G013400.1	TraesCS1A02G013400
transcript:TraesCS1A02G013500.1	TraesCS1A02G013500
transcript:TraesCS1A02G013600.1	TraesCS1A02G013600
transcript:TraesCS1A02G013700.1	TraesCS1A02G013700
transcript:TraesCS1A02G013800.1	TraesCS1A02G013800
transcript:TraesCS1A02G013800.2	TraesCS1A02G013800
transcript:TraesCS1A02G013800.4	TraesCS1A02G013800
transcript:TraesCS1A02G013800.3	TraesCS1A02G013800
transcript:TraesCS1A02G013900.1	TraesCS1A02G013900
transcript:TraesCS1A02G014000.1	TraesCS1A02G014000
transcript:TraesCS1A02G014100.1	TraesCS1A02G014100
transcript:TraesCS1A02G014200.1	TraesCS1A02G014200
transcript:TraesCS1A02G014300.1	TraesCS1A02G014300
transcript:ENSRNA050013941-T1	ENSRNA050013941
transcript:TraesCS1A02G014400.1	TraesCS1A02G014400
transcript:TraesCS1A02G014500.1	TraesCS1A02G014500
transcript:TraesCS1A02G014700.1	TraesCS1A02G014700
transcript:TraesCS1A02G014800.1	TraesCS1A02G014800
transcript:TraesCS1A02G014900.1	TraesCS1A02G014900
transcript:TraesCS1A02G015000.1	TraesCS1A02G015000
transcript:TraesCS1A02G015100.1	TraesCS1A02G015100
transcript:TraesCS1A02G015200.1	TraesCS1A02G015200
transcript:TraesCS1A02G015200.2	TraesCS1A02G015200
transcript:TraesCS1A02G015300.1	TraesCS1A02G015300
transcript:TraesCS1A02G015378.1	TraesCS1A02G015378
transcript:TraesCS1A02G015400.1	TraesCS1A02G015400
transcript:TraesCS1A02G015500.1	TraesCS1A02G015500
transcript:TraesCS1A02G015600.1	TraesCS1A02G015600
transcript:TraesCS1A02G015700.1	TraesCS1A02G015700
transcript:TraesCS1A02G015800.1	TraesCS1A02G015800
transcript:TraesCS1A02G015900.1	TraesCS1A02G015900
transcript:TraesCS1A02G016000.1	TraesCS1A02G016000
transcript:TraesCS1A02G016100.1	TraesCS1A02G016100
transcript:TraesCS1A02G016203.1	TraesCS1A02G016203
transcript:TraesCS1A02G016200.1	TraesCS1A02G016200
transcript:TraesCS1A02G016300.1	TraesCS1A02G016300
transcript:TraesCS1A02G016400.1	TraesCS1A02G016400
transcript:TraesCS1A02G016500.1	TraesCS1A02G016500
transcript:TraesCS1A02G016600.1	TraesCS1A02G016600
transcript:TraesCS1A02G016800.1	TraesCS1A02G016800
transcript:TraesCS1A02G016900.1	TraesCS1A02G016900
transcript:TraesCS1A02G016900.2	TraesCS1A02G016900
transcript:TraesCS1A02G016900.3	TraesCS1A02G016900
transcript:TraesCS1A02G017000.1	TraesCS1A02G017000
transcript:TraesCS1A02G017100.1	TraesCS1A02G017100
transcript:TraesCS1A02G017200.1	TraesCS1A02G017200
transcript:TraesCS1A02G017300.1	TraesCS1A02G017300
transcript:TraesCS1A02G017400.1	TraesCS1A02G017400
transcript:TraesCS1A02G017500.1	TraesCS1A02G017500
transcript:TraesCS1A02G017600.1	TraesCS1A02G017600
transcript:TraesCS1A02G017700.1	TraesCS1A02G017700
transcript:TraesCS1A02G017800.1	TraesCS1A02G017800
transcript:TraesCS1A02G017900.1	TraesCS1A02G017900
transcript:TraesCS1A02G018000.1	TraesCS1A02G018000
transcript:TraesCS1A02G018100.1	TraesCS1A02G018100
transcript:TraesCS1A02G018200.1	TraesCS1A02G018200
transcript:TraesCS1A02G018300.1	TraesCS1A02G018300
transcript:TraesCS1A02G018400.1	TraesCS1A02G018400
transcript:TraesCS1A02G018500.1	TraesCS1A02G018500
transcript:TraesCS1A02G018600.1	TraesCS1A02G018600
transcript:TraesCS1A02G018600.2	TraesCS1A02G018600
transcript:TraesCS1A02G018700.1	TraesCS1A02G018700
transcript:TraesCS1A02G018800.1	TraesCS1A02G018800
transcript:TraesCS1A02G018800.2	TraesCS1A02G018800
transcript:TraesCS1A02G018900.1	TraesCS1A02G018900
transcript:TraesCS1A02G019000.1	TraesCS1A02G019000
transcript:TraesCS1A02G019100.1	TraesCS1A02G019100
transcript:TraesCS1A02G019200.1	TraesCS1A02G019200
transcript:TraesCS1A02G019300.1	TraesCS1A02G019300
transcript:TraesCS1A02G019400.1	TraesCS1A02G019400
transcript:TraesCS1A02G019500.1	TraesCS1A02G019500
transcript:TraesCS1A02G019600.1	TraesCS1A02G019600
transcript:TraesCS1A02G019700.1	TraesCS1A02G019700
transcript:TraesCS1A02G019800.1	TraesCS1A02G019800
transcript:TraesCS1A02G019900.1	TraesCS1A02G019900
transcript:TraesCS1A02G020000.1	TraesCS1A02G020000
transcript:TraesCS1A02G020100.2	TraesCS1A02G020100
transcript:TraesCS1A02G020100.1	TraesCS1A02G020100
transcript:TraesCS1A02G020153.1	TraesCS1A02G020153
transcript:TraesCS1A02G020200.1	TraesCS1A02G020200
transcript:TraesCS1A02G020300.1	TraesCS1A02G020300
transcript:TraesCS1A02G020400.1	TraesCS1A02G020400
transcript:TraesCS1A02G020500.1	TraesCS1A02G020500
transcript:TraesCS1A02G020500.2	TraesCS1A02G020500
transcript:TraesCS1A02G020600.1	TraesCS1A02G020600
transcript:TraesCS1A02G020700.1	TraesCS1A02G020700
transcript:TraesCS1A02G020800.1	TraesCS1A02G020800
transcript:TraesCS1A02G020900.1	TraesCS1A02G020900
transcript:TraesCS1A02G021000.1	TraesCS1A02G021000
transcript:TraesCS1A02G021100.1	TraesCS1A02G021100
transcript:TraesCS1A02G021200.1	TraesCS1A02G021200
transcript:TraesCS1A02G021300.1	TraesCS1A02G021300
transcript:TraesCS1A02G021400.1	TraesCS1A02G021400
transcript:TraesCS1A02G021500.1	TraesCS1A02G021500
transcript:TraesCS1A02G021600.1	TraesCS1A02G021600
transcript:TraesCS1A02G021700.1	TraesCS1A02G021700
transcript:TraesCS1A02G021800.1	TraesCS1A02G021800
transcript:TraesCS1A02G021900.1	TraesCS1A02G021900
transcript:TraesCS1A02G022000.1	TraesCS1A02G022000
transcript:TraesCS1A02G022100.1	TraesCS1A02G022100
transcript:TraesCS1A02G022200.1	TraesCS1A02G022200
transcript:TraesCS1A02G022300.1	TraesCS1A02G022300
transcript:TraesCS1A02G022400.1	TraesCS1A02G022400
transcript:TraesCS1A02G022500.1	TraesCS1A02G022500
transcript:TraesCS1A02G022600.1	TraesCS1A02G022600
transcript:TraesCS1A02G022700.1	TraesCS1A02G022700
transcript:TraesCS1A02G022800.1	TraesCS1A02G022800
transcript:TraesCS1A02G022900.1	TraesCS1A02G022900
transcript:TraesCS1A02G023000.1	TraesCS1A02G023000
transcript:TraesCS1A02G023100.1	TraesCS1A02G023100
transcript:TraesCS1A02G023205.1	TraesCS1A02G023205
transcript:TraesCS1A02G023200.1	TraesCS1A02G023200
transcript:TraesCS1A02G023300.1	TraesCS1A02G023300
transcript:TraesCS1A02G023400.1	TraesCS1A02G023400
transcript:TraesCS1A02G023400.2	TraesCS1A02G023400
transcript:ENSRNA050009800-T1	ENSRNA050009800
transcript:TraesCS1A02G023500.1	TraesCS1A02G023500
transcript:TraesCS1A02G023600.1	TraesCS1A02G023600
transcript:TraesCS1A02G023700.1	TraesCS1A02G023700
transcript:TraesCS1A02G023800.1	TraesCS1A02G023800
transcript:TraesCS1A02G023800.2	TraesCS1A02G023800
transcript:ENSRNA050009802-T1	ENSRNA050009802
transcript:TraesCS1A02G023900.1	TraesCS1A02G023900
transcript:TraesCS1A02G024000.1	TraesCS1A02G024000
transcript:TraesCS1A02G024100.1	TraesCS1A02G024100
transcript:TraesCS1A02G024200.1	TraesCS1A02G024200
transcript:TraesCS1A02G024200.2	TraesCS1A02G024200
transcript:TraesCS1A02G024300.1	TraesCS1A02G024300
transcript:TraesCS1A02G024400.2	TraesCS1A02G024400
transcript:TraesCS1A02G024400.1	TraesCS1A02G024400
transcript:TraesCS1A02G024500.1	TraesCS1A02G024500
transcript:TraesCS1A02G024600.1	TraesCS1A02G024600
transcript:TraesCS1A02G024700.1	TraesCS1A02G024700
transcript:ENSRNA050009943-T1	ENSRNA050009943
transcript:TraesCS1A02G024800.1	TraesCS1A02G024800
transcript:TraesCS1A02G024900.1	TraesCS1A02G024900
transcript:TraesCS1A02G025000.1	TraesCS1A02G025000
transcript:TraesCS1A02G025100.1	TraesCS1A02G025100
transcript:TraesCS1A02G025100.2	TraesCS1A02G025100
transcript:TraesCS1A02G025200.1	TraesCS1A02G025200
transcript:TraesCS1A02G025300.1	TraesCS1A02G025300
transcript:ENSRNA050009805-T1	ENSRNA050009805
transcript:TraesCS1A02G025400.1	TraesCS1A02G025400
transcript:TraesCS1A02G025500.1	TraesCS1A02G025500
transcript:TraesCS1A02G025600.1	TraesCS1A02G025600
transcript:TraesCS1A02G025700.1	TraesCS1A02G025700
transcript:TraesCS1A02G025800.1	TraesCS1A02G025800
transcript:TraesCS1A02G025900.1	TraesCS1A02G025900
transcript:TraesCS1A02G025900.2	TraesCS1A02G025900
transcript:TraesCS1A02G026000.1	TraesCS1A02G026000
transcript:TraesCS1A02G026100.1	TraesCS1A02G026100
transcript:TraesCS1A02G026200.1	TraesCS1A02G026200
transcript:TraesCS1A02G026300.1	TraesCS1A02G026300
transcript:TraesCS1A02G026400.1	TraesCS1A02G026400
transcript:TraesCS1A02G026500.1	TraesCS1A02G026500
transcript:TraesCS1A02G026600.1	TraesCS1A02G026600
transcript:TraesCS1A02G026700.1	TraesCS1A02G026700
transcript:TraesCS1A02G026800.1	TraesCS1A02G026800
transcript:TraesCS1A02G026900.1	TraesCS1A02G026900
transcript:TraesCS1A02G027000.1	TraesCS1A02G027000
transcript:TraesCS1A02G027100.1	TraesCS1A02G027100
transcript:TraesCS1A02G027200.1	TraesCS1A02G027200
transcript:TraesCS1A02G027300.1	TraesCS1A02G027300
transcript:TraesCS1A02G027400.1	TraesCS1A02G027400
transcript:TraesCS1A02G027500.1	TraesCS1A02G027500
transcript:TraesCS1A02G027600.1	TraesCS1A02G027600
transcript:TraesCS1A02G027700.1	TraesCS1A02G027700
transcript:TraesCS1A02G027800.1	TraesCS1A02G027800
transcript:TraesCS1A02G027900.1	TraesCS1A02G027900
transcript:TraesCS1A02G028000.1	TraesCS1A02G028000
transcript:TraesCS1A02G028100.1	TraesCS1A02G028100
transcript:TraesCS1A02G028200.1	TraesCS1A02G028200
transcript:TraesCS1A02G028300.1	TraesCS1A02G028300
transcript:TraesCS1A02G028400.1	TraesCS1A02G028400
transcript:TraesCS1A02G028500.1	TraesCS1A02G028500
transcript:TraesCS1A02G028600.1	TraesCS1A02G028600
transcript:TraesCS1A02G028700.1	TraesCS1A02G028700
transcript:TraesCS1A02G028900.1	TraesCS1A02G028900
transcript:TraesCS1A02G029000.1	TraesCS1A02G029000
transcript:TraesCS1A02G029100.1	TraesCS1A02G029100
transcript:TraesCS1A02G029100.2	TraesCS1A02G029100
transcript:TraesCS1A02G029200.1	TraesCS1A02G029200
transcript:ENSRNA050009941-T1	ENSRNA050009941
transcript:TraesCS1A02G029300.1	TraesCS1A02G029300
transcript:TraesCS1A02G029400.1	TraesCS1A02G029400
transcript:ENSRNA050009807-T1	ENSRNA050009807
transcript:ENSRNA050009808-T1	ENSRNA050009808
transcript:TraesCS1A02G029500.1	TraesCS1A02G029500
transcript:ENSRNA050009810-T1	ENSRNA050009810
transcript:TraesCS1A02G029600.1	TraesCS1A02G029600
transcript:TraesCS1A02G029700.1	TraesCS1A02G029700
transcript:TraesCS1A02G029800.1	TraesCS1A02G029800
transcript:TraesCS1A02G029900.1	TraesCS1A02G029900
transcript:TraesCS1A02G030000.1	TraesCS1A02G030000
transcript:TraesCS1A02G030100.1	TraesCS1A02G030100
transcript:TraesCS1A02G030200.1	TraesCS1A02G030200
transcript:TraesCS1A02G030300.1	TraesCS1A02G030300
transcript:TraesCS1A02G030400.1	TraesCS1A02G030400
transcript:TraesCS1A02G030500.1	TraesCS1A02G030500
transcript:TraesCS1A02G030600.1	TraesCS1A02G030600
transcript:TraesCS1A02G030700.1	TraesCS1A02G030700
transcript:TraesCS1A02G030900.2	TraesCS1A02G030900
transcript:TraesCS1A02G030900.3	TraesCS1A02G030900
transcript:TraesCS1A02G030900.1	TraesCS1A02G030900
