transcript_id	gene_id
transcript:EER90470	SORBI_3001G003700
transcript:KXG37080	SORBI_3001G003900
transcript:KXG37081	SORBI_3001G004000
transcript:EER90473	SORBI_3001G004100
transcript:EER93057	SORBI_3001G004200
transcript:OQU90591	SORBI_3001G004300
transcript:OQU90592	SORBI_3001G004300
transcript:EER90476	SORBI_3001G004400
transcript:EER93059	SORBI_3001G004500
transcript:OQU90593	SORBI_3001G004550
transcript:EER90477	SORBI_3001G004600
transcript:EER90478	SORBI_3001G004700
transcript:EER93060	SORBI_3001G004800
transcript:EER90479	SORBI_3001G004901
transcript:KXG37083	SORBI_3001G005000
transcript:EER90480	SORBI_3001G005000
transcript:EER93061	SORBI_3001G005100
transcript:KXG37084	SORBI_3001G005200
transcript:KXG37085	SORBI_3001G005200
transcript:KXG37086	SORBI_3001G005200
transcript:EER90481	SORBI_3001G005300
transcript:OQU90594	SORBI_3001G005400
transcript:OQU90595	SORBI_3001G005400
transcript:OQU90596	SORBI_3001G005400
transcript:OQU90597	SORBI_3001G005400
transcript:EER93063	SORBI_3001G005500
transcript:EER93064	SORBI_3001G005600
transcript:EER90483	SORBI_3001G005700
transcript:KXG37088	SORBI_3001G005800
transcript:ENSRNA049997130-T1	ENSRNA049997130
transcript:EER90485	SORBI_3001G005900
transcript:EER93066	SORBI_3001G006000
transcript:KXG37089	SORBI_3001G006101
transcript:KXG37090	SORBI_3001G006201
transcript:EER93069	SORBI_3001G006300
transcript:EER93070	SORBI_3001G006400
transcript:EER93071	SORBI_3001G006500
transcript:KXG37091	SORBI_3001G006600
transcript:KXG37092	SORBI_3001G006600
transcript:EER90487	SORBI_3001G006700
transcript:OQU90598	SORBI_3001G006700
transcript:KXG37095	SORBI_3001G006800
transcript:EER90488	SORBI_3001G006900
transcript:EER90489	SORBI_3001G007000
transcript:OQU90599	SORBI_3001G007000
transcript:KXG37096	SORBI_3001G007100
transcript:KXG37097	SORBI_3001G007100
transcript:EER93074	SORBI_3001G007200
transcript:OQU90600	SORBI_3001G007200
transcript:KXG37098	SORBI_3001G007300
transcript:EER93075	SORBI_3001G007400
transcript:EER90492	SORBI_3001G007500
transcript:EER90493	SORBI_3001G007600
transcript:KXG37099	SORBI_3001G007700
transcript:EER93077	SORBI_3001G007800
transcript:EER90494	SORBI_3001G007900
transcript:KXG37100	SORBI_3001G008000
transcript:EER93078	SORBI_3001G008100
transcript:KXG37101	SORBI_3001G008200
transcript:EER90497	SORBI_3001G008300
transcript:OQU90601	SORBI_3001G008300
transcript:OQU90602	SORBI_3001G008400
transcript:EER90496	SORBI_3001G008400
transcript:EER90498	SORBI_3001G008500
transcript:EER93080	SORBI_3001G008600
transcript:OQU90603	SORBI_3001G008700
transcript:EER93081	SORBI_3001G008700
transcript:EER90499	SORBI_3001G008800
transcript:KXG37102	SORBI_3001G008900
transcript:EER90500	SORBI_3001G009000
transcript:KXG37103	SORBI_3001G009100
transcript:OQU90605	SORBI_3001G009100
transcript:OQU90604	SORBI_3001G009100
transcript:KXG37104	SORBI_3001G009200
transcript:KXG37105	SORBI_3001G009300
transcript:EER93083	SORBI_3001G009300
transcript:KXG37106	SORBI_3001G009400
transcript:EER90503	SORBI_3001G009500
transcript:EER90502	SORBI_3001G009600
transcript:EER90505	SORBI_3001G009700
transcript:KXG37109	SORBI_3001G009800
transcript:KXG37110	SORBI_3001G009900
transcript:KXG37111	SORBI_3001G010000
transcript:EER93086	SORBI_3001G010100
transcript:OQU90606	SORBI_3001G010200
transcript:OQU90607	SORBI_3001G010200
transcript:KXG37112	SORBI_3001G010300
transcript:EER93088	SORBI_3001G010400
transcript:EER93089	SORBI_3001G010500
transcript:EER93090	SORBI_3001G010600
transcript:EER90506	SORBI_3001G010700
transcript:EER90507	SORBI_3001G010800
transcript:EER93091	SORBI_3001G010900
transcript:EER90508	SORBI_3001G011000
transcript:KXG37113	SORBI_3001G011100
transcript:EER93092	SORBI_3001G011200
transcript:EER90510	SORBI_3001G011300
transcript:OQU90608	SORBI_3001G011400
transcript:EER90511	SORBI_3001G011400
transcript:KXG37115	SORBI_3001G011600
transcript:KXG37116	SORBI_3001G011600
transcript:EER93093	SORBI_3001G011700
transcript:EER90512	SORBI_3001G011800
transcript:ENSRNA049997137-T1	ENSRNA049997137
transcript:ENSRNA049469069-T1	ENSRNA049469069
transcript:EER93094	SORBI_3001G012000
transcript:EER90514	SORBI_3001G012100
transcript:OQU90609	SORBI_3001G012100
transcript:OQU90610	SORBI_3001G012100
transcript:EER93095	SORBI_3001G012200
transcript:EER93097	SORBI_3001G012300
transcript:EER90516	SORBI_3001G012400
transcript:KXG37119	SORBI_3001G012500
transcript:KXG37118	SORBI_3001G012500
transcript:KXG37121	SORBI_3001G012600
transcript:KXG37120	SORBI_3001G012600
transcript:EER93098	SORBI_3001G012700
transcript:OQU90611	SORBI_3001G012800
transcript:KXG37122	SORBI_3001G012800
transcript:OQU90613	SORBI_3001G012900
transcript:EER90517	SORBI_3001G012900
transcript:KXG37123	SORBI_3001G013000
transcript:OQU90612	SORBI_3001G013000
transcript:KXG37124	SORBI_3001G013000
transcript:EER90518	SORBI_3001G013100
transcript:EER93100	SORBI_3001G013200
transcript:EER93101	SORBI_3001G013300
transcript:KXG37125	SORBI_3001G013400
transcript:EER93104	SORBI_3001G013500
transcript:EER90519	SORBI_3001G013600
transcript:ENSRNA049468963-T1	ENSRNA049468963
transcript:OQU90614	SORBI_3001G013701
transcript:EER93103	SORBI_3001G013800
transcript:OQU90615	SORBI_3001G013800
transcript:OQU90618	SORBI_3001G013900
transcript:OQU90620	SORBI_3001G013900
transcript:OQU90617	SORBI_3001G013900
transcript:OQU90616	SORBI_3001G013900
transcript:OQU90619	SORBI_3001G013900
transcript:OQU90621	SORBI_3001G013900
transcript:EER90521	SORBI_3001G013900
transcript:EER93105	SORBI_3001G014000
transcript:OQU90622	SORBI_3001G014000
transcript:OQU90623	SORBI_3001G014000
transcript:OQU90624	SORBI_3001G014100
transcript:KXG37127	SORBI_3001G014100
transcript:KXG37131	SORBI_3001G014200
transcript:KXG37128	SORBI_3001G014200
transcript:KXG37130	SORBI_3001G014200
transcript:OQU90627	SORBI_3001G014300
transcript:OQU90626	SORBI_3001G014300
transcript:KXG37138	SORBI_3001G014300
transcript:KXG37141	SORBI_3001G014300
transcript:OQU90630	SORBI_3001G014300
transcript:KXG37139	SORBI_3001G014300
transcript:OQU90629	SORBI_3001G014300
transcript:OQU90631	SORBI_3001G014300
transcript:OQU90625	SORBI_3001G014300
transcript:OQU90628	SORBI_3001G014300
transcript:KXG37144	SORBI_3001G014400
transcript:EER90523	SORBI_3001G014500
transcript:OQU90632	SORBI_3001G014500
transcript:KXG37145	SORBI_3001G014600
transcript:EER90524	SORBI_3001G014700
transcript:EER90525	SORBI_3001G014800
transcript:KXG37146	SORBI_3001G014900
transcript:OQU90633	SORBI_3001G014900
transcript:EER90527	SORBI_3001G015000
transcript:KXG37149	SORBI_3001G015100
transcript:KXG37148	SORBI_3001G015100
transcript:OQU90634	SORBI_3001G015100
transcript:EER90528	SORBI_3001G015200
transcript:OQU90635	SORBI_3001G015300
transcript:EER90530	SORBI_3001G015400
transcript:KXG37151	SORBI_3001G015500
transcript:OQU90636	SORBI_3001G015500
transcript:OQU90637	SORBI_3001G015500
transcript:EER93108	SORBI_3001G015600
transcript:EER90532	SORBI_3001G015700
transcript:EER93109	SORBI_3001G015800
transcript:EER90533	SORBI_3001G016000
transcript:EER93111	SORBI_3001G016000
transcript:OQU90638	SORBI_3001G016050
transcript:OQU90639	SORBI_3001G016100
transcript:EER93110	SORBI_3001G016201
transcript:OQU90640	SORBI_3001G016300
transcript:OQU90641	SORBI_3001G016350
transcript:EER90535	SORBI_3001G016200
transcript:EER90536	SORBI_3001G016400
transcript:EER90537	SORBI_3001G016500
transcript:OQU90642	SORBI_3001G016600
transcript:KXG37153	SORBI_3001G016600
transcript:KXG37154	SORBI_3001G016600
transcript:OQU90643	SORBI_3001G016600
transcript:OQU90644	SORBI_3001G016600
transcript:EER93114	SORBI_3001G016700
transcript:KXG37155	SORBI_3001G016700
transcript:EER93113	SORBI_3001G016800
transcript:KXG37157	SORBI_3001G016900
transcript:KXG37156	SORBI_3001G016900
transcript:KXG37158	SORBI_3001G016900
transcript:OQU90645	SORBI_3001G016900
transcript:EER93115	SORBI_3001G017000
transcript:KXG37162	SORBI_3001G017100
transcript:KXG37160	SORBI_3001G017100
transcript:KXG37161	SORBI_3001G017100
transcript:EER90539	SORBI_3001G017200
transcript:EER93116	SORBI_3001G017300
transcript:EER90540	SORBI_3001G017400
transcript:KXG37163	SORBI_3001G017500
transcript:ENSRNA049444170-T1	ENSRNA049444170
transcript:OQU90646	SORBI_3001G017600
transcript:KXG37166	SORBI_3001G017600
transcript:OQU90648	SORBI_3001G017600
transcript:KXG37167	SORBI_3001G017600
transcript:OQU90647	SORBI_3001G017600
transcript:KXG37169	SORBI_3001G017600
transcript:KXG37170	SORBI_3001G017600
transcript:KXG37168	SORBI_3001G017600
transcript:EER90542	SORBI_3001G017700
transcript:OQU90649	SORBI_3001G017700
transcript:OQU90650	SORBI_3001G017800
transcript:KXG37171	SORBI_3001G017800
transcript:EER93118	SORBI_3001G017900
transcript:EER90543	SORBI_3001G018000
transcript:EER90544	SORBI_3001G018100
transcript:EER90545	SORBI_3001G018200
transcript:EER90546	SORBI_3001G018300
transcript:OQU90651	SORBI_3001G018350
transcript:EER90548	SORBI_3001G018400
transcript:EER93119	SORBI_3001G018500
transcript:OQU90652	SORBI_3001G018550
transcript:ENSRNA049445322-T1	ENSRNA049445322
transcript:OQU90653	SORBI_3001G018600
transcript:OQU90654	SORBI_3001G018700
transcript:ENSRNA049444201-T1	ENSRNA049444201
transcript:EER90549	SORBI_3001G018800
transcript:EER90550	SORBI_3001G018900
transcript:KXG37173	SORBI_3001G019000
transcript:EER90552	SORBI_3001G019100
transcript:ENSRNA049444213-T1	ENSRNA049444213
transcript:OQU90655	SORBI_3001G019200
transcript:EER93123	SORBI_3001G019300
transcript:EER90554	SORBI_3001G019400
transcript:OQU90656	SORBI_3001G019500
transcript:OQU90657	SORBI_3001G019601
transcript:EER93126	SORBI_3001G019700
transcript:EER90555	SORBI_3001G019800
transcript:OQU90658	SORBI_3001G019800
transcript:EER90557	SORBI_3001G019900
transcript:OQU90659	SORBI_3001G020000
transcript:EER93127	SORBI_3001G020000
transcript:EER90558	SORBI_3001G020100
transcript:KXG37176	SORBI_3001G020100
transcript:KXG37177	SORBI_3001G020200
transcript:OQU90660	SORBI_3001G020350
transcript:OQU90662	SORBI_3001G020500
transcript:OQU90661	SORBI_3001G020600
transcript:ENSRNA049444222-T1	ENSRNA049444222
transcript:EER93131	SORBI_3001G020600
transcript:EER90561	SORBI_3001G020700
transcript:OQU90663	SORBI_3001G020700
transcript:KXG37178	SORBI_3001G020800
transcript:OQU90664	SORBI_3001G020900
transcript:EER93133	SORBI_3001G021000
transcript:OQU90665	SORBI_3001G021000
transcript:OQU90666	SORBI_3001G021100
transcript:KXG37182	SORBI_3001G021200
transcript:KXG37183	SORBI_3001G021300
transcript:KXG37185	SORBI_3001G021400
transcript:KXG37184	SORBI_3001G021400
transcript:EER93135	SORBI_3001G021500
transcript:OQU90667	SORBI_3001G021601
transcript:EER93136	SORBI_3001G021700
transcript:EER90562	SORBI_3001G021800
transcript:OQU90668	SORBI_3001G021900
transcript:EER93137	SORBI_3001G021900
transcript:OQU90669	SORBI_3001G022000
transcript:EER93138	SORBI_3001G022000
transcript:OQU90670	SORBI_3001G022100
transcript:EER90563	SORBI_3001G022100
transcript:OQU90671	SORBI_3001G022100
transcript:EER93139	SORBI_3001G022200
transcript:EER93140	SORBI_3001G022300
transcript:EER93141	SORBI_3001G022400
transcript:EER93142	SORBI_3001G022500
transcript:KXG37189	SORBI_3001G022600
transcript:KXG37188	SORBI_3001G022600
transcript:EER93143	SORBI_3001G022700
transcript:EER90564	SORBI_3001G022800
transcript:EER93144	SORBI_3001G022900
transcript:KXG37190	SORBI_3001G023000
transcript:EER90565	SORBI_3001G023100
transcript:KXG37193	SORBI_3001G023200
transcript:KXG37194	SORBI_3001G023200
transcript:OQU90672	SORBI_3001G023200
transcript:EER90566	SORBI_3001G023300
transcript:OQU90673	SORBI_3001G023400
transcript:OQU90674	SORBI_3001G023400
transcript:EER93146	SORBI_3001G023500
transcript:OQU90675	SORBI_3001G023500
transcript:OQU90676	SORBI_3001G023500
transcript:EER93147	SORBI_3001G023600
transcript:KXG37195	SORBI_3001G023700
transcript:OQU90677	SORBI_3001G023800
transcript:KXG37196	SORBI_3001G023800
transcript:KXG37197	SORBI_3001G023800
transcript:KXG37198	SORBI_3001G023900
transcript:EER93149	SORBI_3001G023900
transcript:EER90567	SORBI_3001G024000
transcript:KXG37199	SORBI_3001G024100
transcript:EER90568	SORBI_3001G024200
transcript:OQU90678	SORBI_3001G024250
transcript:EER90570	SORBI_3001G024300
transcript:EER90571	SORBI_3001G024400
transcript:EER90573	SORBI_3001G024500
transcript:EER90574	SORBI_3001G024500
transcript:EER90575	SORBI_3001G024700
transcript:OQU90679	SORBI_3001G024800
transcript:EER90577	SORBI_3001G024900
transcript:EER93153	SORBI_3001G025000
transcript:KXG37201	SORBI_3001G025000
transcript:EER90578	SORBI_3001G025101
transcript:OQU90680	SORBI_3001G025201
transcript:OQU90681	SORBI_3001G025300
transcript:OQU90682	SORBI_3001G025300
transcript:EER93154	SORBI_3001G025400
transcript:KXG37204	SORBI_3001G025400
transcript:KXG37207	SORBI_3001G025500
transcript:KXG37205	SORBI_3001G025500
transcript:KXG37206	SORBI_3001G025500
transcript:EER93155	SORBI_3001G025600
transcript:EER90579	SORBI_3001G025700
transcript:EER90580	SORBI_3001G025800
transcript:EER90581	SORBI_3001G025900
transcript:KXG37208	SORBI_3001G025900
transcript:EER90582	SORBI_3001G026000
transcript:KXG37209	SORBI_3001G026100
transcript:KXG37210	SORBI_3001G026200
transcript:KXG37211	SORBI_3001G026200
transcript:OQU90683	SORBI_3001G026200
transcript:EER90584	SORBI_3001G026300
transcript:EER90585	SORBI_3001G026400
transcript:EER93157	SORBI_3001G026500
transcript:KXG37213	SORBI_3001G026600
transcript:KXG37212	SORBI_3001G026600
transcript:EER90586	SORBI_3001G026700
transcript:ENSRNA049445318-T1	ENSRNA049445318
transcript:EER90587	SORBI_3001G026800
transcript:OQU90684	SORBI_3001G026800
transcript:KXG37214	SORBI_3001G026900
transcript:OQU90685	SORBI_3001G026900
transcript:KXG37215	SORBI_3001G026950
transcript:OQU90686	SORBI_3001G027000
transcript:EER90588	SORBI_3001G027100
transcript:EER90589	SORBI_3001G027200
transcript:EER90590	SORBI_3001G027300
transcript:KXG37216	SORBI_3001G027400
transcript:EER90591	SORBI_3001G027500
transcript:EER90592	SORBI_3001G027600
transcript:EER90593	SORBI_3001G027700
transcript:OQU90687	SORBI_3001G027800
transcript:EER90595	SORBI_3001G027900
transcript:KXG37218	SORBI_3001G028000
transcript:KXG37220	SORBI_3001G028100
transcript:KXG37219	SORBI_3001G028100
transcript:KXG37223	SORBI_3001G028200
transcript:OQU90688	SORBI_3001G028301
transcript:EER90596	SORBI_3001G028400
transcript:EER93162	SORBI_3001G028500
transcript:OQU90689	SORBI_3001G028500
transcript:EER90597	SORBI_3001G028600
transcript:EER93163	SORBI_3001G028700
transcript:EER93164	SORBI_3001G028800
transcript:KXG37225	SORBI_3001G028900
transcript:OQU90690	SORBI_3001G029000
transcript:EER93165	SORBI_3001G029100
transcript:OQU90692	SORBI_3001G029100
transcript:OQU90691	SORBI_3001G029100
transcript:EER93166	SORBI_3001G029200
transcript:OQU90693	SORBI_3001G029300
transcript:KXG37227	SORBI_3001G029300
transcript:KXG37226	SORBI_3001G029300
transcript:OQU90694	SORBI_3001G029300
transcript:OQU90695	SORBI_3001G029300
transcript:EER93167	SORBI_3001G029400
transcript:KXG37228	SORBI_3001G029500
transcript:KXG37229	SORBI_3001G029600
transcript:KXG37230	SORBI_3001G029700
transcript:OQU90696	SORBI_3001G029800
transcript:OQU90697	SORBI_3001G029800
transcript:OQU90698	SORBI_3001G029800
transcript:KXG37231	SORBI_3001G029800
transcript:OQU90699	SORBI_3001G029800
transcript:EER90604	SORBI_3001G029900
transcript:KXG37232	SORBI_3001G030000
transcript:EER93170	SORBI_3001G030000
transcript:EER90605	SORBI_3001G030100
transcript:EER93171	SORBI_3001G030200
transcript:KXG37233	SORBI_3001G030200
transcript:EER90606	SORBI_3001G030300
transcript:EER93172	SORBI_3001G030400
transcript:OQU90700	SORBI_3001G030400
transcript:EER90607	SORBI_3001G030500
transcript:EER93173	SORBI_3001G030600
transcript:OQU90701	SORBI_3001G030800
transcript:EER90609	SORBI_3001G030900
transcript:OQU90702	SORBI_3001G030900
transcript:EER93174	SORBI_3001G031000
transcript:EER93175	SORBI_3001G031100
transcript:EER90610	SORBI_3001G031200
transcript:EER93176	SORBI_3001G031200
transcript:OQU90703	SORBI_3001G031300
transcript:EER90611	SORBI_3001G031400
transcript:KXG37236	SORBI_3001G031500
transcript:EER90612	SORBI_3001G031600
transcript:EER90613	SORBI_3001G031700
transcript:EER90614	SORBI_3001G031800
transcript:KXG37238	SORBI_3001G031900
transcript:EER90615	SORBI_3001G032000
transcript:KXG37239	SORBI_3001G032100
transcript:ENSRNA049468937-T1	ENSRNA049468937
transcript:EER90617	SORBI_3001G032200
transcript:OQU90704	SORBI_3001G032200
transcript:KXG37240	SORBI_3001G032300
transcript:KXG37241	SORBI_3001G032400
transcript:OQU90709	SORBI_3001G032550
transcript:OQU90710	SORBI_3001G032550
transcript:OQU90711	SORBI_3001G032550
transcript:EER93178	SORBI_3001G032700
transcript:KXG37242	SORBI_3001G032700
transcript:OQU90708	SORBI_3001G032700
transcript:OQU90706	SORBI_3001G032700
transcript:KXG37244	SORBI_3001G032700
transcript:KXG37243	SORBI_3001G032700
transcript:KXG37245	SORBI_3001G032700
transcript:OQU90705	SORBI_3001G032700
transcript:OQU90707	SORBI_3001G032700
transcript:KXG37246	SORBI_3001G032800
transcript:OQU90712	SORBI_3001G032850
transcript:EER93180	SORBI_3001G032900
transcript:OQU90713	SORBI_3001G033000
transcript:OQU90714	SORBI_3001G033000
transcript:KXG37249	SORBI_3001G033000
transcript:KXG37247	SORBI_3001G033100
transcript:KXG37248	SORBI_3001G033100
transcript:KXG37250	SORBI_3001G033200
transcript:KXG37251	SORBI_3001G033200
transcript:EER90621	SORBI_3001G033300
transcript:EER93184	SORBI_3001G033400
transcript:KXG37252	SORBI_3001G033500
transcript:OQU90716	SORBI_3001G033600
transcript:OQU90715	SORBI_3001G033600
transcript:OQU90717	SORBI_3001G033701
transcript:EER93186	SORBI_3001G033800
transcript:OQU90719	SORBI_3001G033900
transcript:OQU90721	SORBI_3001G033900
transcript:OQU90718	SORBI_3001G033900
transcript:OQU90720	SORBI_3001G033900
transcript:EER93188	SORBI_3001G034000
transcript:OQU90722	SORBI_3001G034000
transcript:OQU90723	SORBI_3001G034050
transcript:EER90623	SORBI_3001G034100
transcript:KXG37253	SORBI_3001G034200
transcript:KXG37254	SORBI_3001G034300
transcript:OQU90724	SORBI_3001G034300
transcript:EER93190	SORBI_3001G034300
transcript:EER93191	SORBI_3001G034400
transcript:EER90625	SORBI_3001G034500
transcript:EER90626	SORBI_3001G034600
transcript:ENSRNA049444240-T1	ENSRNA049444240
transcript:KXG37255	SORBI_3001G034700
transcript:EER93192	SORBI_3001G034900
transcript:KXG37257	SORBI_3001G034900
transcript:EER93193	SORBI_3001G035000
transcript:EER93194	SORBI_3001G035100
transcript:KXG37259	SORBI_3001G035200
transcript:KXG37258	SORBI_3001G035200
transcript:EER90627	SORBI_3001G035300
transcript:EER93195	SORBI_3001G035400
transcript:OQU90725	SORBI_3001G035450
transcript:OQU90728	SORBI_3001G035500
transcript:OQU90727	SORBI_3001G035500
transcript:EER90628	SORBI_3001G035500
transcript:OQU90726	SORBI_3001G035500
transcript:EER90629	SORBI_3001G035600
transcript:KXG37260	SORBI_3001G035700
transcript:EER90630	SORBI_3001G035800
transcript:OQU90733	SORBI_3001G035900
transcript:OQU90734	SORBI_3001G035900
transcript:OQU90731	SORBI_3001G035900
transcript:OQU90732	SORBI_3001G035900
transcript:OQU90729	SORBI_3001G035900
transcript:OQU90730	SORBI_3001G035900
transcript:OQU90735	SORBI_3001G036050
transcript:OQU90736	SORBI_3001G036050
transcript:EER93197	SORBI_3001G036200
transcript:EER93198	SORBI_3001G036300
transcript:KXG37264	SORBI_3001G036400
transcript:OQU90737	SORBI_3001G036600
transcript:EER93200	SORBI_3001G036700
transcript:EER93202	SORBI_3001G036800
transcript:EER90632	SORBI_3001G036900
transcript:EER90633	SORBI_3001G037000
transcript:OQU90738	SORBI_3001G037033
transcript:OQU90739	SORBI_3001G037066
transcript:KXG37265	SORBI_3001G037100
transcript:OQU90741	SORBI_3001G037100
transcript:OQU90742	SORBI_3001G037100
transcript:OQU90743	SORBI_3001G037100
transcript:OQU90740	SORBI_3001G037150
transcript:KXG37266	SORBI_3001G037200
transcript:KXG37267	SORBI_3001G037300
transcript:EER90640	SORBI_3001G037400
transcript:OQU90746	SORBI_3001G037500
transcript:OQU90744	SORBI_3001G037500
transcript:OQU90745	SORBI_3001G037500
transcript:EER90641	SORBI_3001G037550
transcript:KXG37269	SORBI_3001G037600
transcript:OQU90747	SORBI_3001G037700
transcript:KXG37270	SORBI_3001G037800
transcript:EER93204	SORBI_3001G037900
transcript:OQU90748	SORBI_3001G038000
transcript:OQU90749	SORBI_3001G038050
transcript:ENSRNA049468928-T1	ENSRNA049468928
transcript:EER93206	SORBI_3001G038100
transcript:EER90644	SORBI_3001G038200
transcript:EER90645	SORBI_3001G038300
transcript:EER90646	SORBI_3001G038400
transcript:OQU90750	SORBI_3001G038450
transcript:OQU90751	SORBI_3001G038450
transcript:ENSRNA049997145-T1	ENSRNA049997145
transcript:EER93207	SORBI_3001G038500
transcript:OQU90752	SORBI_3001G038601
transcript:EER90647	SORBI_3001G038700
transcript:KXG37271	SORBI_3001G038700
transcript:EER93209	SORBI_3001G038800
transcript:EER90648	SORBI_3001G038900
transcript:EER90649	SORBI_3001G039000
transcript:EER93210	SORBI_3001G039100
transcript:EER93211	SORBI_3001G039200
transcript:EER90650	SORBI_3001G039300
transcript:OQU90753	SORBI_3001G039400
transcript:KXG37273	SORBI_3001G039500
transcript:EER90651	SORBI_3001G039600
transcript:EER90652	SORBI_3001G039700
transcript:OQU90754	SORBI_3001G039750
transcript:EER90653	SORBI_3001G039800
transcript:EER93213	SORBI_3001G039900
transcript:OQU90755	SORBI_3001G040000
transcript:EER90654	SORBI_3001G040100
transcript:EER93215	SORBI_3001G040200
transcript:EER93216	SORBI_3001G040300
transcript:OQU90756	SORBI_3001G040400
transcript:KXG37275	SORBI_3001G040500
transcript:KXG37276	SORBI_3001G040500
transcript:OQU90757	SORBI_3001G040500
transcript:OQU90759	SORBI_3001G040600
transcript:KXG37278	SORBI_3001G040600
transcript:OQU90760	SORBI_3001G040600
transcript:OQU90758	SORBI_3001G040701
transcript:EER93218	SORBI_3001G040800
transcript:OQU90761	SORBI_3001G040900
transcript:EER90659	SORBI_3001G041000
transcript:EER93219	SORBI_3001G041100
transcript:EER90660	SORBI_3001G041200
transcript:EER90661	SORBI_3001G041300
transcript:EER90662	SORBI_3001G041400
transcript:OQU90762	SORBI_3001G041450
transcript:OQU90763	SORBI_3001G041500
transcript:OQU90764	SORBI_3001G041500
transcript:EER93220	SORBI_3001G041500
transcript:EER93221	SORBI_3001G041600
transcript:OQU90765	SORBI_3001G041700
transcript:OQU90766	SORBI_3001G041700
transcript:EER93223	SORBI_3001G041800
transcript:EER90663	SORBI_3001G041900
transcript:OQU90767	SORBI_3001G041900
transcript:EER93224	SORBI_3001G042000
transcript:OQU90768	SORBI_3001G042100
transcript:KXG37282	SORBI_3001G042200
transcript:KXG37283	SORBI_3001G042200
transcript:KXG37285	SORBI_3001G042301
transcript:OQU90769	SORBI_3001G042400
transcript:EER90664	SORBI_3001G042500
transcript:OQU90770	SORBI_3001G042600
transcript:EER90665	SORBI_3001G042700
transcript:EER90666	SORBI_3001G042800
transcript:OQU90771	SORBI_3001G042800
transcript:ENSRNA049469080-T1	ENSRNA049469080
transcript:OQU90772	SORBI_3001G042901
transcript:EER93229	SORBI_3001G043000
transcript:EER90667	SORBI_3001G043100
transcript:EER90668	SORBI_3001G043200
transcript:KXG37288	SORBI_3001G043300
transcript:EER93230	SORBI_3001G043400
transcript:OQU90773	SORBI_3001G043500
transcript:OQU90774	SORBI_3001G043601
transcript:ENSRNA049468921-T1	ENSRNA049468921
transcript:EER90673	SORBI_3001G043700
transcript:EER90674	SORBI_3001G043800
transcript:EER93232	SORBI_3001G043900
transcript:EER93233	SORBI_3001G044000
transcript:KXG37294	SORBI_3001G044100
transcript:OQU90775	SORBI_3001G044200
transcript:OQU90776	SORBI_3001G044300
transcript:OQU90778	SORBI_3001G044300
transcript:OQU90779	SORBI_3001G044300
transcript:OQU90777	SORBI_3001G044300
transcript:OQU90780	SORBI_3001G044300
transcript:EER90677	SORBI_3001G044400
transcript:OQU90781	SORBI_3001G044500
transcript:EER90679	SORBI_3001G044600
transcript:OQU90782	SORBI_3001G044600
transcript:OQU90783	SORBI_3001G044600
transcript:OQU90784	SORBI_3001G044600
transcript:OQU90785	SORBI_3001G044600
transcript:EER90680	SORBI_3001G044700
transcript:EER93235	SORBI_3001G044800
transcript:OQU90786	SORBI_3001G044800
