feature_id	SRR14935707	SRR14935708	SRR14935709	SRR14935710	SRR14935703	SRR14935704	SRR14935705	SRR14935706
transcript:KXG37184	3654.256	4285.203	2618.583	2698.251	2393.006	3472.948	4509.154	2275.832
transcript:EER93135	13179.164	5558.053	6172.179	6492.585	1578	9952.709	13038.702	2109.028
transcript:OQU90667	0	0	0	0	0	0	0	0
transcript:EER93136	218.013	239	83	170	94	130	203	30
transcript:EER90562	178	179	136.397	111	73	109.542	177	65
transcript:OQU90668	77.847	30.088	29.369	42.345	24.872	60.825	74.163	7.811
transcript:EER93137	111.153	68.912	85.631	74.655	70.128	96.634	192.837	32.189
transcript:OQU90669	13.939	2.06	0	12.398	4.733	13.563	12.373	5.453
transcript:EER93138	32.061	34.94	33	28.602	37.267	50.437	65.627	33.547
transcript:OQU90670	747	417	432.007	620.598	226.872	467	696.002	233.183
transcript:EER90563	0	0	0	0	0	0	0	0
transcript:OQU90671	0	0	0	0	87.128	0	0	0
transcript:EER93139	1	0	0	0	2	1	0	2
transcript:EER93140	86	70.997	50.002	68.996	39	85.002	151.005	38.998
transcript:EER93141	440	223	327	420.105	253	209	316.062	254.674
transcript:EER93142	412.93	536	341	411.002	249	440.654	695.436	169
transcript:KXG37189	2454.031	1314.881	969.43	1278.713	1018.977	1732.047	1574.538	290.507
transcript:KXG37188	0	883.878	986.053	768.328	1016.04	0	1708.522	1124.493
transcript:EER93143	173	125	124	107.187	533	35	55	657
transcript:EER90564	2225.024	2380.812	1349.725	1693.917	938.127	1692.167	2633.217	832.003
transcript:EER93144	1944.648	2318	1315.952	1837.033	1424	1267.363	2179.85	1933.005
transcript:KXG37190	350	393	315	320.001	299	267.454	339.329	252
transcript:EER90565	1273.999	1182	1205.918	1151.072	1123	1015	1536.436	1084.292
transcript:KXG37193	4.032	3.917	4.811	1.563	0	0	8.916	1.69
transcript:KXG37194	148.09	234.9	91.189	105.351	60	123.591	154.78	66.31
transcript:OQU90672	9.878	5.183	0	3.086	0	5.409	10.32	0
transcript:EER90566	221.064	548	91	180	177	30	154	81
transcript:OQU90673	71.336	72.12	38.661	94.584	69.485	50.357	67.083	52.378
transcript:OQU90674	109.664	116.88	101.339	135.416	108.515	112.643	164.917	85.622
transcript:EER93146	6.07	5.769	15	0	5	26.281	12.953	0
transcript:OQU90675	0	0	0	0	0	0	0	0
transcript:OQU90676	9.93	20.231	0	8	0	18.719	34.047	3
transcript:EER93147	40	36.181	20.305	40.002	9	25	40	13
transcript:KXG37195	3	2	1	8	3	2	3	3
transcript:OQU90677	0	7.843	0	0	2.727	3.726	3.529	3.56
transcript:KXG37196	23.272	28.131	35.874	37.003	40.373	42.035	29.448	13.224
transcript:KXG37197	149.728	147.025	147.126	155.997	129.9	109.238	202.023	104.216
transcript:KXG37198	523.806	459.533	433.089	538.213	294.973	276.62	491.648	246.545
transcript:EER93149	62.194	59.448	79.911	73.664	56.027	44.38	76.352	21.455
transcript:EER90567	920.013	945	722	718	470	947.03	1139.824	422
transcript:KXG37199	0	0	0	0	0	0	0	0
transcript:EER90568	163	179	91	114	96	75	96	124
transcript:OQU90678	0	0	0	0	1	0	0	0
transcript:EER90570	0	0	0	0	0	0	0	0
transcript:EER90571	0	1	8	1	30	1	2	20
transcript:EER90573	444.036	228.765	1052.742	228.158	1499.429	191.405	577.322	1088.588
transcript:EER90574	237.78	129.235	635.248	130.959	922.677	115.635	169.553	783.412
transcript:EER90575	2	0	7	0	7	0	1	2
transcript:OQU90679	0	2	2	3	9	0	2	3
transcript:EER90577	0	0	0	0	2	1	0	0
transcript:EER93153	39.049	40.202	16.848	28.764	25.892	25.433	26.115	14.132
transcript:KXG37201	1360.793	1518.733	1221.146	1281.24	1056.046	951.567	1394.792	745.777
transcript:EER90578	9	5	165	27	391.912	9	38	199
transcript:OQU90680	0	0	2	0	0	2	1	5
transcript:OQU90681	52.717	61.722	472	164.982	1231.088	78	131.071	663
transcript:OQU90682	12.252	49.278	0	63.018	0	0	0	0
transcript:EER93154	265.191	269.592	155.801	242.874	139.619	191.88	292.602	162.002
transcript:KXG37204	24.894	47.34	38.515	16.145	37.956	6.855	52.561	0
transcript:KXG37207	135.612	101.164	78.895	72.241	196.701	73.69	99.394	235.757
transcript:KXG37205	117.388	106.836	68.105	91.759	188.1	65.31	99.606	141.243
transcript:KXG37206	0	0	0	0	0	0	0	0
transcript:EER93155	515	519	394.908	448.56	328	437.927	693	178
transcript:EER90579	374.23	204	316	326	254	256	363.841	347
transcript:EER90580	84	84	45	63	59	52	99	39
transcript:EER90581	15	14	6	15.62	1	6	10	6
transcript:KXG37208	0	0	0	0	0	0	0	0
transcript:EER90582	791.646	834	435	741	418	737.059	575.633	287
transcript:KXG37209	0	0	0	0	0	1	0	0
transcript:KXG37210	8.269	44.711	31.408	35.566	75.981	30.624	28.45	27.348
transcript:KXG37211	157.159	145.102	153.457	160.341	81.813	98.905	133.147	66.921
transcript:OQU90683	370.701	429.19	291.336	348.092	295.48	279.471	335.564	166.846
transcript:EER90584	1	0	0	3	1	0	0	1
transcript:EER90585	107	107	83	101	75	59	133	74
transcript:EER93157	2155.879	1799.002	1561	1987.359	1570	1411.449	1751.026	1447
transcript:KXG37213	161.576	190.576	115.264	59.055	76	114.277	240.391	42.796
transcript:KXG37212	1.424	20.424	1.736	4.945	0	3.723	19.609	1.204
transcript:EER90586	40	44	11	30	9	4	29	9
transcript:ENSRNA049445318-T1	0	0	0	0	0	0	0	0
transcript:EER90587	476.764	595	188.414	256.992	209	338	408	150
transcript:OQU90684	0	0	100.586	97.96	0	0	0	0
transcript:KXG37214	0	0	0	0	0	0	0	0
transcript:OQU90685	210	156	138	133	140	196	234	143
transcript:KXG37215	0	0	0	0	0	0	0	1
transcript:OQU90686	0	0	0	0	0	0	0	0
transcript:EER90588	161	140	109.228	127	93	126	194	81
transcript:EER90589	0	0	0	0	0	0	0	0
transcript:EER90590	16	13	17	15	7	9	13	11
transcript:KXG37216	0	0	0	0	0	0	0	0
transcript:EER90591	3	9	0	7	5	4	9	1
transcript:EER90592	188	184	74	138	32	98	257	21
transcript:EER90593	6	8	11	4	6	0	13	5
transcript:OQU90687	13	15	22	16	47	6	10	49
transcript:EER90595	6	11	8	9	4	4	1	1
transcript:KXG37218	194	232	131	178	260	132.444	77	165
transcript:KXG37220	1578.501	2465.344	1274.347	1129.944	272.865	1122.26	1788.364	197.164
transcript:KXG37219	667.329	1371.876	514.741	512.608	68.209	680.817	859.769	53.836
transcript:KXG37223	21	23.043	9.932	35.014	13	11	13	10
transcript:OQU90688	0	1	0	0	0	0	1	0
transcript:EER90596	784.562	786.411	657.157	775.189	661.71	641	822.934	560
transcript:EER93162	1157.5	1516.301	318.945	1045.035	528.037	269.326	453.961	271.372
