feature_id	SRR33083344	SRR33083345	SRR33083338	SRR33083351	SRR33083339	SRR33083340	SRR33083352	SRR33083346	SRR33083347	SRR33083355	SRR33083354	SRR33083353	SRR17385284	SRR17385295	SRR17385296	SRR17385300	SRR17385302	SRR17385301
transcript:ENSRNA050013838-T1	16429.135	22653.684	18653.615	8663.869	7067.895	10766.77	10820.36	19228.329	11580.931	8929.568	5345.183	5340.115	7275.27	11186.903	14737.175	11355.164	7088.76	6844.098
transcript:ENSRNA050013832-T1	8.691	16.102	26.194	3.944	0	2.573	2.776	9.941	1.202	0	1.206	0	7.058	0	22.475	10.312	11.456	2.775
transcript:ENSRNA050013919-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G000200.1	0	4.461	5.86	0	1.126	4.361	2.008	6.201	0	1.007	1.006	0	1.017	1.071	5.656	4.318	1.078	5.261
transcript:ENSRNA050013837-T1	7.67	15.859	17.757	2.034	1.034	3.314	0	6.973	0	1.016	0	1.347	2.415	2.248	12.818	13.612	3.266	4.754
transcript:ENSRNA050013901-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013939-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013876-T1	6.684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013870-T1	8.158	4.169	5.553	1.005	0	2.002	0	5.143	1.012	0	1.009	1.002	3.004	3.577	1.005	3.413	1.008	1.034
transcript:ENSRNA050013897-T1	0.5	0.5	0	0	0.5	0	0.5	0.5	0	0	0	1.028	0	1	0	1	1.507	0
transcript:TraesCS1A02G000300.1	21.007	29.322	31.669	2.066	2.015	5.162	9.585	16.145	3.01	2.112	6.856	4.202	2.756	9.523	5.132	6.684	3.15	3.135
transcript:ENSRNA050013872-T1	8.292	15.206	9.715	0	3.002	3.086	5.007	4.09	2.004	0	1.009	3.03	3.134	6.025	8.805	7.061	3.015	0
transcript:ENSRNA050013903-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G000400.1	5959.177	7607.673	6327.707	2200.118	1650.366	2617.292	2747.683	11489.697	2918.976	1492.394	1587.329	1563.518	1390.934	3003.386	3654.95	3105.55	1633.698	2252.541
transcript:ENSRNA050013862-T1	7.08	10.957	8.589	1.006	3.044	2.022	2.987	7.277	1.145	1.008	2.996	0	1.866	4.004	4.728	11.061	2.036	9.036
transcript:ENSRNA050013935-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013851-T1	11.424	15.312	7.802	1.002	0	0.989	3.038	4.137	0	0	1.003	0	3.034	2.548	3.416	7.107	4.16	3.08
transcript:ENSRNA050013895-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013869-T1	4.264	8.302	6.393	1.004	5.037	2.014	2.024	5.947	1.032	1.007	3.302	0	1.238	3.071	7.937	6.115	1.048	1.008
transcript:ENSRNA050013909-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013884-T1	8.774	5.546	2.062	3.002	1.003	1.999	1.093	5.372	1.006	1.03	0	1	0	0	9.204	2.032	5.051	2.107
transcript:ENSRNA050013867-T1	13.296	23.524	13.579	2.186	5.55	1.026	4.092	7.913	4.251	2.198	3.141	0	9.356	16.774	5.357	11.373	7.32	2.073
transcript:ENSRNA050013904-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.001	0	0	0
transcript:ENSRNA050013865-T1	4.437	5.599	8.165	0	0	1	0	1.002	1.001	1.001	2	1	0	3.749	3.016	2	3.005	3.496
transcript:ENSRNA050013911-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G000500.1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
transcript:ENSRNA050013891-T1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
transcript:ENSRNA050013937-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013834-T1	12.268	3.863	1.059	0	3.011	0	1.044	3.066	0	2.995	0	0	4.036	2.915	2.444	0	1.005	3.987
transcript:ENSRNA050013902-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013892-T1	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
transcript:ENSRNA050013936-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013840-T1	5.336	4.964	8.407	2.585	1.004	1.022	0	1.055	0	0	1.034	0	0	3.293	1.027	5.123	2.132	1.024
transcript:ENSRNA050013932-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013887-T1	1.034	0	0.998	0	0	0	0	1.003	0	1	0	0	1.014	0	3.07	6.252	3.018	0
transcript:TraesCS1A02G000600.1	1	2	2	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1
transcript:ENSRNA050013855-T1	4.93	7.061	0	0.999	0	0	0	0	1.013	0	0	1.103	4.537	4.567	1.196	1.085	3.672	0
transcript:ENSRNA050013925-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
transcript:TraesCS1A02G000700.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013886-T1	0	1.546	4	1	0	1.997	1	1.986	2	0	0	1	0	0	1.993	2.013	0	0
transcript:ENSRNA050013857-T1	4.155	8.151	3.577	0	1.999	1.005	3.044	5.167	1.001	0	0.966	0	0	3.383	4.094	3.005	1.004	2.041
transcript:ENSRNA050013915-T1	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G000800.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013878-T1	0.56	1.858	0.254	0	0	0	0.517	0	0	0	0.253	0.252	0.256	0	0	0.252	0	0
transcript:ENSRNA050013864-T1	6.453	9.41	10.434	1.148	0	2.192	0	2.207	0	1.074	0	0	5.521	3.304	9.299	2.2	2.2	3.454
transcript:ENSRNA050013921-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013835-T1	13.076	22.968	20.463	8.725	8.91	8.19	8.658	24.347	6.764	10.544	14.106	6.511	10.405	12.676	18.206	12.052	7.677	11.825
transcript:ENSRNA050013927-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013879-T1	0.56	1.858	0.254	0	0	0	0.517	1.596	0	0	0.253	0.252	0.256	0	0	0.252	0	0
transcript:ENSRNA050013852-T1	11.648	22.836	8.849	10.614	7.131	4.547	3.27	19.491	9.107	2.069	3.35	3.15	6.867	12.201	8.534	18.091	6.086	9.091
transcript:ENSRNA050013934-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G000900.1	12830.31	15829.113	13406.104	4603.378	3923.589	5653.068	5443.738	24535.145	5578.559	6393.421	3848.573	3465.758	4024.638	8543.157	11519.925	9165.061	4952.942	6427.576
transcript:ENSRNA050013842-T1	16.007	29.382	32.116	7.145	3.481	3.452	4.325	12.258	8.1	3.7	5.364	0	6.426	4.932	12.081	6.169	9.639	6.211
transcript:ENSRNA050013905-T1	3.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013856-T1	1.126	13.86	7.821	0	2.123	1.284	3.842	7.487	3.187	1.07	0	4.327	8.642	1.045	10.31	4.348	0	4.28
transcript:ENSRNA050013926-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013854-T1	11.851	25.702	14.17	5.325	5.024	8.104	4.231	9.364	8.554	7.047	8.369	2.026	5.234	7.444	12.443	10.391	4.33	6.245
transcript:ENSRNA050013924-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013885-T1	33.562	24.94	25.762	10.262	6.029	17.773	11.279	30.276	6.17	15.522	21.201	10.155	30.633	22.528	51.544	31.517	31.127	30.775
transcript:TraesCS1A02G001100.1	2130.939	2354.966	2513.148	1281.117	1045.417	1381.798	1167.239	6497.933	1293.151	874.447	811.344	1039.52	1163.409	2366.199	3141.487	2574.229	1386.598	1736.395
transcript:TraesCS1A02G001000.1	427.314	520.626	462.109	184.557	156.064	259.117	193.151	804.71	199.897	182.825	170.165	168.636	147.735	228.058	319.759	275.404	121.642	196.134
transcript:ENSRNA050013899-T1	6.885	0	0	4.502	3.706	0	4.153	0	4.016	0	0	0	5.02	0	8.785	10.772	6.788	8.844
transcript:ENSRNA050013849-T1	19.78	4.6	3.241	0	1.042	0	0	1.184	2.114	1.04	0	0	1.051	2.133	0	1.111	3.928	0
transcript:ENSRNA050013898-T1	0.5	0.5	0	0	0.5	0	0.5	0.5	0	0	0	1.028	0	1	0	1	1.507	0
transcript:ENSRNA050013845-T1	39.963	50.307	13.903	0	0	10.472	5.945	0	2.16	8.483	4.669	0	1.471	4.187	5.633	2.789	1.31	3.96
transcript:TraesCS1A02G001200.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013929-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013858-T1	6.006	12.005	5.005	5.01	3.001	4.001	3	3.367	1.005	2.003	2.012	2.006	3	8.014	4.998	1.237	5.01	4.032
transcript:TraesCS1A02G001400.1	4050.806	5117.907	4324.857	1294.665	1211.289	1778.121	1577.125	6726.391	1764.407	2433.371	1254.16	1133.062	1166.169	2398.118	3239.758	2522.079	1446.607	1818.794
transcript:TraesCS1A02G001300.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013920-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013859-T1	2.431	4.503	9.503	1.056	0	1.453	2.183	4.983	0	0	3.011	1.068	0	7.016	0	5.885	0	3.283
transcript:ENSRNA050013882-T1	2.002	0	2.2	1	0	0	0	3.022	1	1.001	0	0	1.017	1	0	0	0	0
transcript:ENSRNA050013940-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013910-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013839-T1	10.106	15.46	14.677	2.507	0	9.362	2.537	2.762	4.108	2.108	3.658	4.18	3.964	11.579	3.33	11.504	4.27	0
transcript:ENSRNA050013880-T1	0.56	1.858	0.254	0	0	0	0.517	1.596	0	0	0.253	0.252	0.256	0	0	0.252	0	0.522
transcript:TraesCS1A02G001500.1	574.033	892.143	737.848	187.508	157.442	176.668	206.124	786.755	210.871	131.174	129.183	156.938	147.44	320.068	411.176	357.494	164.467	213.633
transcript:ENSRNA050013894-T1	0	0	0.5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
transcript:ENSRNA050013833-T1	37.562	49.851	28.529	8.34	5.99	2.401	17.465	25.705	5.848	7.002	12.242	2.42	15.358	21.287	17.72	13.211	11.42	17.359
transcript:ENSRNA050013933-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013928-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G001600.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013871-T1	12.851	12.697	2.297	0	0	4.133	2.239	4.623	1.014	0	3.326	1.12	5.934	2.017	1.002	4.395	1.035	3.279
transcript:ENSRNA050013912-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013883-T1	6.098	10.789	8.069	1.024	0	3.003	8.928	2.002	0.997	1.001	3	0	6.001	3.586	7.875	3.363	3	3.007
transcript:ENSRNA050013893-T1	0	0	0	1	0	2	0	1	0	0	0	0	0	0	1	0	0	0
transcript:ENSRNA050013861-T1	32.174	24.724	19.327	1.251	3.197	7.39	6.308	7.183	2.176	8.572	4.469	5.203	3.088	5.514	3.09	4.278	1.022	5.929
transcript:ENSRNA050013900-T1	6.885	0	0	4.502	3.706	0	4.153	0	4.016	0	0	0	5.02	0	8.785	10.772	6.788	8.844
transcript:ENSRNA050013881-T1	0.56	1.858	0.254	0	0	0	0.517	0	0	0	0.253	0.252	0.256	0	0	0.252	0	0.522
transcript:ENSRNA050013938-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013890-T1	1.029	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
transcript:ENSRNA050013877-T1	1.183	3.134	1.005	0	2	0	2.057	2.002	0	0	0	2	0	1.001	1.008	2	2	0
transcript:ENSRNA050013846-T1	6.664	11.297	6.826	1.001	0	0	0	3.152	3.054	0	0	2.211	1.002	4.526	3.576	2.066	1.005	6.536
transcript:ENSRNA050013896-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013888-T1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013841-T1	15.608	1.351	4.843	2.148	0.99	3.357	0	1.039	1.005	0	0	0	4.342	2.434	7.469	1.518	2.861	1.763
transcript:ENSRNA050013917-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013889-T1	3.025	0	1.009	0	0	0	0	1.006	0	0	0	0	0	0	0	3.356	0	1.535
transcript:ENSRNA050013843-T1	2.003	7.017	4.019	1	1	1.005	0	0	0	1	1	1	0	5.021	4.002	9.03	2.004	0
transcript:ENSRNA050013907-T1	0	1.003	0	0	0	0	0	1.59	0	4.384	0	0	3.405	1.001	1.976	2.004	0	0
transcript:ENSRNA050013848-T1	46.603	67.068	42.591	17.569	12.613	13.784	13.495	26.879	16.839	12.025	9.967	4.338	22.346	26.366	41.861	40.205	15.029	18.832
transcript:ENSRNA050013906-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G001700.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013868-T1	21.367	35.606	21.112	7.004	5.004	12.007	11.002	16.012	9.01	5.643	6.004	5.002	9.709	8.002	11.553	20.019	5.003	6.004
transcript:ENSRNA050013930-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013850-T1	22.81	22.041	11.074	11.133	6.489	6.513	2.374	9.627	4.462	9.317	4.981	1.339	3.668	9.49	10.326	14.944	6.964	14.023
transcript:ENSRNA050013922-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:ENSRNA050013863-T1	6.17	14.469	2.113	2.019	4.06	4.048	2.23	7.872	1.007	1.152	0	3.978	7.215	5.69	3.081	5.384	3.122	2.05
transcript:ENSRNA050013916-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G001800.1	1068	1101.006	1128.081	1131.803	1189	1236.991	1219	943	1090.986	983.522	889.997	820.092	925.997	1004.994	1259.994	997.046	924.994	899.004
transcript:TraesCS1A02G001900.6	263.341	219.63	0	107.624	67.78	206.552	156.211	0	327.426	294.224	319.504	200.246	252.082	0	0	225.766	204.648	120.285
transcript:TraesCS1A02G001900.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G001900.10	0	0	55.168	16.415	8.732	3.539	0	45.973	0	18.287	8.374	0	0	15.839	15.35	14.467	20.545	14.37
transcript:TraesCS1A02G001900.3	15.843	22.654	0	0	0	0	25.775	0	19.521	0	0	19.597	18.089	0	0	0	0	0
transcript:TraesCS1A02G001900.7	0	0	212.564	107.239	201.598	0	0	164.46	0	0	0	0	0	134.155	155.813	0	0	128.062
transcript:TraesCS1A02G001900.8	210.485	149.167	0	0	0	191.44	271.159	0	171.369	231.633	256.898	192.425	148.327	29.379	0	91.229	182.616	186.691
transcript:TraesCS1A02G001900.9	1437.317	1099.358	1280.83	1487.728	1384.124	1297.428	1341.947	1359.756	1316.293	1410.921	1214.983	1260.557	1617.209	1229.235	1563.022	1252.884	1819.904	1443.713
transcript:TraesCS1A02G001900.2	0	24.712	25.185	42.165	11.77	17.226	8.156	3.295	26.666	20.864	9.692	13.176	16.239	35.554	10.644	0	0	19.534
transcript:TraesCS1A02G001900.1	4.12	6.48	0	0	5.138	4.747	0	0	10.874	0	0	0	0	0	0	2.833	3.494	18.367
transcript:TraesCS1A02G001900.4	0	0	2.251	23.558	20.857	24.072	0	47.002	0	11.072	0	0	47.055	5.048	15.171	31.821	29.793	18.98
transcript:TraesCS1A02G002000.1	58.995	68.267	46.993	48.034	24.183	40.052	40.209	31.052	42.352	30.196	35.166	38.015	74	161.187	176.757	180.371	91.971	87.361
transcript:TraesCS1A02G002100.1	347.042	332.961	325.587	370.835	335.208	423.695	341.408	315.302	406.161	422.637	396.182	350.262	425.074	428.013	457.14	399.913	456.782	467.629
transcript:TraesCS1A02G002200.1	595.001	550	574	851	687.001	716	1204	911	1039	915.111	990.999	1036.843	784	804	834	889	1007	1151
transcript:TraesCS1A02G002300.1	748.282	705.741	750.922	835	778	914	999.006	808	839.998	1049.604	957	925.095	822.023	631	754.998	727	933.996	961.537
transcript:TraesCS1A02G002400.1	9.183	4	2.047	1.896	4.009	3.023	6.929	5.213	8	8.396	5.965	15.475	1	0	0.978	0	0	0
transcript:TraesCS1A02G002500.1	1128.004	1150.056	966.107	920.008	850.627	1003.299	1217.395	1137.891	1289.123	1360.321	1104.611	1201.756	810.831	812.722	699.807	846.333	863.523	845.399
transcript:TraesCS1A02G002700.1	1840.1	1324.982	1386.266	1589.083	1417.325	1627.453	1493.332	1582.031	1859.287	2043.819	1713.722	1851.415	1764.113	1825.644	1788.198	1975.535	2156.596	2111.35
transcript:TraesCS1A02G002800.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G002900.1	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	5.002	0
transcript:TraesCS1A02G002900.2	23.864	19.996	14.207	5.998	7.669	17	6.548	8.656	0	0	9.006	10.008	4	5	3	6	0	17
transcript:TraesCS1A02G003000.1	90.812	128.164	113.325	85.996	51.983	81.522	118.901	67.804	79.722	114.647	72.147	88.232	30.359	38.994	46.962	21.767	45.838	33.059
transcript:TraesCS1A02G003100.1	13.134	7.914	4.827	27.397	19.489	27.336	11.629	12.095	21.545	2.204	14.729	10.544	20.593	8.764	13.236	0	11.703	20.778
transcript:TraesCS1A02G003200.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G003300.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G003400.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G003500.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G003546.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G003600.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G003700.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G003800.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G003900.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G004000.1	48.045	36	23	20.939	22	21	13	9	8	4	13	4	4	39	41	45	6	14
transcript:TraesCS1A02G004100.1	32	68	50	18	17	26	22	21	14	6	18	6	39	148	87	127	59	61
transcript:TraesCS1A02G004126.1	3011.087	2639.126	2713.119	2367.052	2040.095	2326.208	2967.53	3085.247	3433.955	3411.004	3573.118	4341.058	2338.063	2428.363	2623.9	2757.215	3486.448	4062.601
transcript:TraesCS1A02G004200.1	109	81	122	93	74	73	103.042	100.069	114	68	59	67.999	76	70	91	80	72	107
transcript:TraesCS1A02G004300.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G004400.1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
transcript:TraesCS1A02G004500.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
transcript:TraesCS1A02G004600.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G004700.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G004800.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G004900.1	58.754	60	57	48.048	62.003	70.445	78.97	80	90	71	40	60.525	73.005	41.785	85.022	66	69.051	71.935
transcript:TraesCS1A02G005000.1	128.454	207.098	176.328	102.674	113.992	119.2	78.489	108.591	88.547	228.686	198.351	246.392	72.808	139.321	167.306	167.745	100.329	135.723
transcript:TraesCS1A02G005100.1	32.834	31.254	31.795	46.76	30.955	28.016	25.07	8.099	19.999	15.864	30.139	36.421	6	13	30.529	27.074	21.083	35.183
transcript:TraesCS1A02G005200.1	670.602	895.873	711.118	696.668	635.779	721.388	401.457	354.734	443.682	647.885	578.922	565.559	260.404	438.144	459.062	452.506	363.588	541.189
transcript:TraesCS1A02G005300.1	21.532	12.927	11.857	28.774	11.918	17.267	12.202	19.974	16.072	35.351	24.871	32.394	10.485	9.304	14.472	11.112	9.137	25.276
transcript:TraesCS1A02G005315.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G005368.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G005387.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G005400.1	2	2	0	10	2	1	4	1	9	8	3	4	0	5	2	5	1	3
transcript:TraesCS1A02G005500.1	98	60.001	65	71	66	77	110.994	51	59	93.974	83	85.782	82	145.996	139	192.862	140.976	125.003
transcript:TraesCS1A02G005600.2	115.962	89.509	0	155.354	52.442	51.437	144.381	127.655	0	202.894	157.097	155.895	0	45.24	139.155	0	0	92.276
transcript:TraesCS1A02G005600.6	73.523	14.509	100.112	34.349	93.288	78.743	81.535	96.408	210.692	40.314	88.898	80.363	70.448	96.053	10.078	114.368	134.091	85.341
transcript:TraesCS1A02G005600.1	220.174	176.385	102.045	143.755	150.527	163.12	164.757	177.328	141.542	144.624	137.586	116.307	112.247	135.948	173.478	50.24	166.633	159.457
transcript:TraesCS1A02G005600.3	0	0	35.382	7.333	0	72.393	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G005600.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G005600.5	0	0	40.209	48.223	56.984	0	69.731	0	82.035	35.842	29.37	0	44.452	0	0	144.857	35.515	32.55
transcript:ENSRNA050009944-T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G005700.1	90	90	86	57	45	59	111	84	68	87	100	67	63	66	59	90	67	86
transcript:TraesCS1A02G005800.1	803.311	425.318	565.638	283.784	277.412	367.884	726.402	441.046	580.378	607.991	486.475	475.872	555.296	619.003	655.556	729.482	684.143	773.418
transcript:TraesCS1A02G005800.2	213.149	115.621	161.289	103.143	127.509	46.237	213.526	230.217	115.078	144.56	197.087	158.761	185.817	178.026	197.474	200.332	199.654	191.364
transcript:TraesCS1A02G005900.1	703.34	605.178	629.64	720.287	643.045	716.715	580.334	438.347	547.115	488.105	409.336	531.5	583.979	639.563	630.834	615.269	716.623	613.045
transcript:TraesCS1A02G006000.1	130.93	212.119	146.719	113.996	121.012	140.636	158.502	182.59	165.509	256.869	183.839	268.701	108.497	178.829	154.002	208.579	180.225	206.835
transcript:TraesCS1A02G006100.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TraesCS1A02G006200.1	444.211	692.269	525.79	442.035	380.867	401.516	258.188	228.855	280.667	380.01	332.149	362.839	286.398	188.916	186.562	215.18	353.957	387.592
transcript:TraesCS1A02G006300.1	1155.14	1606.497	1340.912	1617.137	1721.91	1762.859	1565.029	1605.697	1713.439	2157.117	1882.191	2339.691	985.481	818.157	731.731	906.539	1332.068	1694.394
transcript:TraesCS1A02G006400.1	1	1.978	1	1	6.001	3	4	1	6	5	3.001	1.527	6.558	6.121	1.058	1.236	9	6
transcript:TraesCS1A02G006500.1	9.126	9.683	7.791	9.944	7.099	12.197	2.521	8.004	8.423	13.521	27.104	8.927	4.043	6.881	13.095	7.111	10.046	6.069
transcript:TraesCS1A02G006700.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
