feature_id	SRR26553585	SRR26553586	SRR26553587	SRR26553588	SRR26553594	SRR26553593	SRR2545903	SRR2545902	SRR2545899	SRR2545898	SRR2545901	SRR2545900	SRR2545897	SRR2545896
transcript:KRH74214	61.35	76.325	66.456	70.671	112.648	101.286	0	0	8.768	0	70.015	0	108.975	0
transcript:KRH74218	0	0	0	0	0	0	0	0	11.173	16.15	12.273	5.378	13.272	0
transcript:KRH74217	0	0	0	0	0	0	3.282	10.265	0	3.774	12.055	4.26	0	0
transcript:KRH74219	18.004	43.817	8.818	11.384	0	8.841	149.19	125.493	178.016	262.798	234.666	149.708	130.133	172.729
transcript:KRH74222	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:KRH74223	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:KRH74216	226.073	322.652	298.9	105.514	167.865	192.57	410.546	681.043	595.902	1221.515	1474.2	756.575	951.263	809.32
transcript:KRH74221	0	0	0	0	0	3.119	0	0	0	0	0	0	0	0
transcript:KRH74220	0	0	0	0	0	0	32.739	0	0	0	0	0	0	0
transcript:KRH74224	42.319	0	0	58.465	40.456	92.491	2012.319	1234.657	1855.113	2677.893	1908.074	980.507	1283.252	2086.367
transcript:KRH74225	388.718	197.301	139.982	70.753	215.305	195.222	22.247	79.742	74.817	98.704	119.438	83.265	115.761	87.252
transcript:KRH74226	421.509	278.348	186.059	219.252	408.007	440.783	336.622	361.003	341.791	486.737	462.914	383.344	462.006	452.577
transcript:RCW19544	24.698	29.164	35.665	72.609	0	10.529	11.689	0	6.607	100.189	42.735	7.832	86.156	50.581
transcript:RCW19545	191.689	601.797	311.719	940.511	149.451	227.971	209.311	318.606	389.77	528.317	196.513	218.168	368.724	510.073
transcript:RCW19546	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:RCW19547	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:RCW19548	0	6.983	3.658	18.314	0	0	0	0	2.624	2.495	3.751	0	7.121	14.346
transcript:KRH74239	0	16.943	13.181	12.746	0	0	0	0	0	3.544	0	0	0	3.056
transcript:KRH74237	32.357	29.188	34.856	0	10	19	18	80.194	167	276.268	22	51	184.701	188.302
transcript:KRH74238	2.643	0	0	7.254	0	0	0	4.73	0	19.343	0	0	4.298	20.617
transcript:KRH74240	819.302	646.283	529.027	659.982	696.007	901.824	1117.998	1101.231	1173.545	1352.548	1043.998	1092.998	1347.945	1267.908
transcript:KRH74241	81.192	107.159	0	0	99.432	102.09	0	5.767	5.701	0	0	0	2.386	12.587
transcript:KRH74243	0	14	29	8.533	4	0	15	8	10	18	11	12	13	10.001
transcript:KRH74242	1	0	0	9.467	0	4	0	0	0	0	0	0	0	0
transcript:KRH74244	2	0	2	0	2	0	50	82	45	41	52	55	82	25
transcript:KRH74246	423.564	278.261	230.791	285.807	341.053	303.833	174.023	277.981	203.052	197.388	284.558	250.592	280.89	143.033
transcript:KRH74247	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:KRH74245	133.075	147.236	265.553	346.346	76.161	235.673	1394.852	1182.644	1312.693	1356.29	1511.672	1452.407	1482.531	1592.996
transcript:KRH74248	15.001	6	6	21	8	15	303	325	464	492	349	415.697	542	514
transcript:KRH74249	82.009	84.025	110.033	149.24	66.002	76.533	1351	2196.147	343	381	1704	1861.995	450	473.411
transcript:KRH74250	1	4	8	15	1	6	470.042	645.86	65	84	514.595	503.868	71	103.019
transcript:KRH74251	0	0	0	0	0	0	0	0	0	0	1	1	0	1
transcript:KRH74252	341	352.973	299	397.757	322.469	381.312	596.342	586.069	490.997	423.975	656.665	693.459	526.078	489.478
transcript:KRH74253	10	12	41	46	10	7	165	300	226	286	218.429	363.012	282	267.462
transcript:KRH74254	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99
transcript:KRH74255	0	0	0	0	0	0	0	0	1	1	0	0	0	0
transcript:KRH74256	43	78	123.29	83.003	26	45	80	109.395	102.522	95.566	64.94	125	140.711	117.011
transcript:KRH74257	0	0	0	0	0	0	0	5.605	16.478	20.434	11.06	0	6.289	28.989
transcript:KRH74258	32	22	28	10	23	27	104.199	116.096	62	77	140.612	124	88.001	66
transcript:KRH74259	2	0	0	1	0	1	208.001	286.298	85.993	95.995	169.22	312.999	200.998	198.004
transcript:KRH74260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:KRH74261	2.893	11.643	27.038	44.673	16.487	13.349	48.421	35.37	120.721	97.478	86.586	39.032	147.855	145.791
transcript:KRH74262	102.107	73.471	186.131	55.57	98.641	136.808	496.973	440.627	588.954	675.321	677.845	588.414	567.688	629.178
transcript:KRH74263	669.323	1408.201	1761.095	2715.013	840.2	623.307	15654.143	12818.825	13690.045	14016.4	16825.127	15348.518	13949.3	15135.924
transcript:KRH74264	186.513	293.444	553.787	696.407	183.934	248.63	280.64	1548.556	696.126	898.007	4157.604	3239.331	2162.183	1270.81
transcript:KRH74265	1744.006	1232.672	872.679	817.585	1357.568	1531.527	1326.399	1304	1398.792	1534.005	1455	1396.247	1465.002	1496.995
transcript:KRH74266	0	13.091	0	11.082	13.553	0	102.923	49.903	131.335	127.629	108.786	96.283	89.745	68.474
transcript:KRH74268	0	0	0	0	0	0	6.814	0	0	0	0	3.264	0	0
transcript:KRH74267	28	28.96	39	53.862	17.447	23	126.263	174.097	100.665	95.371	170.214	186.453	192.57	160.526
transcript:KRH74269	104	102.517	74.06	86.507	105.814	142.069	166.5	160.501	174.131	164.99	164	182.079	196.5	429.5
transcript:KRH74270	104	102.517	74.06	86.507	105.814	142.069	166.5	160.501	174.131	164.99	164	182.079	196.5	0
transcript:KRH74271	328.242	418.617	431.936	328.064	300	455.21	409.694	511.72	500.305	188.898	188.154	607.322	349.746	570.091
transcript:KRH74272	0	0	0	0	0	0	0	0	0	364.372	425.569	0	245.148	0
transcript:KRH74273	46	14	3	8	49.013	37	193	135	185	140	163	122	161	168
transcript:KRH74274	0	0	0	0	0	0	1.227	0	0	0	1.956	0	0	0
transcript:KRH74275	146	1337.985	2943.965	1812.811	143.031	91	231	392.125	309	245	310	530	321	270
transcript:KRH74276	337.989	1107.02	1113.339	2919.477	329.527	432.012	895.346	1068.028	1115.287	1381.106	1188.558	1328.328	1509.902	1369.068
transcript:KRH74277	274.575	123.567	168	139.32	225	260.059	938.327	863.936	626.018	812.328	1154.516	912.104	693.996	701.884
transcript:KRH74278	27.409	38.561	0	0	0	0	0	3.598	0	0	0	4.842	0	0
transcript:KRH74279	24.011	30	40	31	38	25	6	6	2	2	11	7	7	3
transcript:KRH74280	60	51	37	27	35	23	95	88	90	80	92	106	98	82
transcript:KRH74281	39	62.063	190	73.912	33	15.035	1061.001	1117	1133.539	1158.343	1281.277	1342.053	1142.736	1251.413
transcript:KRH74282	162.216	166	141	142.733	165	212.454	130	193	170	200	144	181	210	239
transcript:KRH74283	1176.12	565.546	547.993	513.561	987.196	1183.569	153.107	298.982	239.997	337	205	237	301	329.995
transcript:KRH74284	67.001	258.02	136	134.157	48	55	34	45	35	51	52.96	74	78	69
transcript:KRH74287	0	17.061	3.762	0	0	3.246	108.07	50.076	0	91.232	0	0	0	212.078
transcript:KRH74286	0	0	0	9.448	7.791	0	0	0	292.586	416.081	93.973	0	190.86	0
transcript:KRH74285	123	353.959	426.267	351.367	105.213	115.129	218.072	376.605	236.073	140.03	287.34	355.479	440.994	382.831
transcript:KRH74288	11142.645	25282.845	15925.867	27971.331	9073.97	7876.058	63.222	237.594	134.152	261.915	145.97	157.922	182.136	356.003
transcript:KRH74289	322.307	639.224	740.246	553.948	234.297	285.224	946.663	1078.887	965.176	1096.105	1125.33	1204.542	1124.207	1067.442
transcript:KRH74290	118.355	247.009	263.315	136.552	161.601	219.762	127.234	160.778	202.757	146.449	177.736	148.801	155.976	155.882
transcript:KRH74291	975.119	632.591	602.022	505.072	805.411	962.173	1270.181	1163.726	1144.656	1143.462	1634.982	1556.509	1436.308	1218.303
transcript:KRH74292	160.632	339.994	58.98	494.331	138.018	192	766.405	947.139	207.37	194.298	989.752	841.711	203.001	285.402
transcript:KRH74293	740.999	887.604	727.632	930.319	545.428	516.601	407	365	327	356	363	408	376.419	428.733
transcript:KRH74294	0	1	0	32	1	1	129.887	77.929	73.488	123.825	189.406	127.06	81.293	149.559
transcript:KRH74296	12.013	19.284	4.681	27.535	20.998	33.701	56.01	122.393	8.035	61.37	135.105	72.935	51.465	71.3
transcript:KRH74295	252.024	191.716	175.569	96.26	172.213	212.299	256.99	179.607	228.965	210.63	259.895	220.065	269.535	215.7
transcript:KRH74297	187.875	146.001	107.422	154.727	139.559	164.139	440.299	556.218	612.296	696.298	468	478.914	676.139	689.126
transcript:KRH74298	0	0	0	0	0	0	92.701	0	68.704	57.702	0	16.086	37.861	47.874
transcript:KRH74299	4	9	13	22	2	6	60	56	47	51	50	68.001	55	65
transcript:KRH74300	382.822	536.711	493.824	488.806	393.307	449.302	814.001	975.191	978.995	1024.985	1046.505	1122.45	1127.002	1129.979
transcript:KRH74301	451.053	118.452	302.111	271.968	443.431	531.642	1252.493	1134.148	1084.994	1145.079	1268.268	1106.314	1085.525	1142.593
transcript:KRH74303	295.947	262.669	0	120.422	301.896	0	104.317	227.71	54.746	77.375	234.109	0	222.137	177.95
transcript:KRH74302	0	0	119.374	0	0	229.208	0	0	0	0	0	157.849	0	0
transcript:KRH74304	0	102.366	7.202	0	0	61.152	11.398	9.485	15.745	2.801	27.194	5.31	0	2.815
transcript:KRH74305	818.023	826.5	888.007	1107.858	714.397	687.299	59.001	60.001	99.677	190.605	70.076	72.413	102.981	180.69
transcript:KRH74306	57	35	45	32	42.56	39	85	98	64	68	76	105	62	86
transcript:KRH74307	11	34.422	160.107	135.961	3.004	1	38	81	87.605	67	80	87	95	61
transcript:KRH74308	0	4.828	1.002	13.079	2	13.845	621.566	669.521	307.049	319.609	622.82	650.938	344.165	405.119
transcript:KRH74309	8.015	22.448	29.618	56.144	8.389	11.172	92.999	119.977	48.323	38.369	94.924	107.587	52.162	65.31
transcript:KRH74310	0	5.578	0	0	0	0	0	0	7.395	0	0	0	0	0
transcript:KRH74311	17	24	122.012	77	10	14	508	592	584	746.001	620.109	645.73	706.588	568
transcript:KRH74312	46	22.975	114	65	18	20	25.734	35.487	34.668	46.719	16.856	15.337	43.82	34.001
transcript:KRH74313	52	33	264.038	214	34	64.315	236.935	112.006	51.998	179.005	223.999	169	23.376	91.024
transcript:KRH74314	0	0	0	0	0	0	0	0	0	0	0	0	23.624	0
transcript:KRH74315	107	119	64	47	58	104.138	574	563.681	1115.835	914.014	645.108	597.073	1065.437	995.838
transcript:KRH74316	56	55	52	51.321	61	57	109.592	101.004	136	131	159	108	138	107
transcript:KRH74317	570.007	379.58	287.026	363.963	565.017	591.209	207	195	248.282	313.124	210.776	191.996	269.002	287.001
transcript:KRH74318	1094.206	868.37	625.885	697.802	861.571	1006.007	1865.261	1903.593	2050.77	2337.188	2088.532	1847.883	2085.607	2173.339
transcript:KRH74319	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:KRH74320	259.801	219.947	217.856	143	228.042	225	307.016	344.963	464.948	481.421	350.232	332.999	499.359	512.821
transcript:KRH74321	0	0	0	0	0	0	248.393	232.568	550.361	274.095	222.945	218.816	400.33	442.694
transcript:KRH74322	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:KRH74323	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:KRH74324	0	1.027	1	0	0	0	4.266	7.513	17.332	34.281	3.144	7.663	33.18	32.999
transcript:KRH74325	0	0	0	0	0	0	27.065	57.994	87.002	83.995	62.001	56	136.999	120.003
transcript:KRH74326	0	0	0	0	0	0	33	78	60	68	63	88	98	92
transcript:KRH74327	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:KRH74328	43.63	25.652	114.104	119.059	9.426	15.494	0	1.129	0	0	2.843	2.499	0	2.467
transcript:KRH74329	5.118	29.096	24.212	14.469	17.38	10.052	32.413	24.471	0	0	24.56	24.325	9.566	6.331
transcript:KRH74331	13.391	27.163	43.39	0	52.617	23.764	26.995	79.512	51.543	54.375	0	32.892	20.1	16.605
transcript:KRH74330	246.835	173.195	162.262	153.992	185.414	187.835	269.998	271.396	189.633	241.804	239.452	229.729	264.564	261.603
transcript:KRH74332	61.649	77.828	46.149	63.318	13.099	70.43	0	48.517	74.851	60.429	91.16	98.322	124.863	70.57
transcript:KRH74333	12	7	5	5	16	4	0	0	0	0	0	0	0	1
transcript:KRH74334	196	131.075	63.981	70	110.325	101	30	35	48	43	24	30	53	59
transcript:KRH74335	220.71	153.948	80	125.93	203.897	334.653	638.144	652.594	521.307	579.253	942.437	723.493	545.534	672.454
transcript:KRH74336	2.29	3.666	0	5.155	3.171	20.089	382.504	220.913	371.147	408.277	200.579	241.544	254.466	434.175
transcript:KRH74339	0	8.451	0	40.511	26	0	1576.881	1322.325	175.752	172.63	1736.887	1367.584	163.451	173.572
transcript:KRH74337	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:KRH74338	12	0	0	4.158	0	8.321	10.452	48.786	3.874	0	90.399	96.84	10.546	0
transcript:KRH74340	0	19.549	36	48.34	0	17.679	0	0	0	0	0	0	0	0
transcript:KRH74341	0	0	25.811	0	5.955	0	70.155	88.287	105.202	128.4	91.429	114.45	142.21	95.417
transcript:KRH74345	3.083	8.877	0	10.122	0	4.872	0	0	1.91	0	0	0	0	1.409
transcript:KRH74346	3.083	8.877	0	10.122	0	4.872	0	0	1.91	0	0	0	0	1.409
transcript:KRH74347	0	6.123	0	0	2.607	0	22.391	29.074	26.895	41.864	24.68	29.255	29.732	41.878
transcript:KRH74348	0	6.123	0	0	2.607	0	22.391	29.074	26.895	41.864	24.68	29.255	29.732	41.878
transcript:KRH74342	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:KRH74343	4.417	0	16.272	16.377	0.915	5.628	4.886	1.894	14.619	5.759	9.998	0.775	9.968	10.126
transcript:KRH74344	4.417	0	16.272	16.377	0.915	5.628	4.886	1.894	14.619	5.759	9.998	0.775	9.968	10.126
transcript:KRH74349	151	206.53	156.484	113.571	133.997	178.987	177.008	187.841	166	189.019	216.563	195.012	218.486	246.435
transcript:KRH74350	0	39.692	50.078	35.865	0	0	0	0	0	0	28.459	0	0	0
transcript:KRH74351	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:KRH74352	542.401	773.617	485.402	535.181	379.808	502.024	97.475	95.912	121.114	110.09	122.139	94.425	135.126	147.698
transcript:KRH74353	0	0	6.209	0	3.171	0	1.525	3.085	6.886	14.91	4.908	7.575	6.874	5.901
transcript:KRH74355	98.099	125.609	111.582	93.684	108.248	99.155	114.193	137.994	98.657	116.142	143.044	113.473	129.231	114.64
transcript:KRH74356	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:KRH74354	67.901	44.385	67.026	30.316	36.402	37.845	40.807	35.006	41.343	35.858	60.956	68.527	55.769	52.36
transcript:KRH74361	30	14.653	0	0	0	0	0	0	1	0	0	0	0	0
transcript:KRH74359	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:KRH74358	0	108.372	226.585	62	0	26	0	0	0	0	0	0	0	0
transcript:KRH74357	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:KRH74360	0	0	0	0	18.15	0	2	0	0	0	7	0	0	0
transcript:KRH74362	0	0	7.452	0	13.539	0	0	1	0	2	0	2	1	4
transcript:KRH74363	113.436	421.196	263.69	161.128	55.663	80.874	589.903	823.289	68.185	34.554	1563.477	1244.2	125.909	78.049
transcript:KRH74364	0	0	74.333	160.688	0	0	2341.221	2347.029	192.403	249.585	2013.495	2366.816	219.767	278.942
transcript:KRH74365	10.013	57.285	0	25.558	0	0	52.134	112.084	8.622	8.672	171.581	221.707	8.247	9.333
transcript:KRH74366	52.174	64.942	170.262	45.996	61.299	56.602	24.229	145.507	0	8.71	285.601	233.003	0	40.199
transcript:RCW19549	145.128	252.038	161.25	114.999	130.005	159.002	51.993	63.92	83	86.925	77	93.916	103	92.968
transcript:KRH74369	613.398	658.075	563.377	533.609	535.189	518.362	76	72.685	84	77.999	91.671	96.841	74.607	88.999
transcript:KRH74370	2855.983	2372.886	1884.38	2016.645	2588.421	2730.055	3305.737	3433.224	3287.299	3782.33	4037.937	3178.697	3811.167	3748.742
transcript:KRH74372	153.214	87.398	37.454	43.712	105.429	97.362	0	5.814	3.472	15.451	4.19	5.686	3.51	17.695
