species	gene_id	transcript_id	protein_id	protein_length	isoform_selection	family	pfam_id	hmm_score	hmm_evalue	domain_score	domain_evalue	domain_start	domain_end	domain_coverage	hmm_domain_count	interpro_signature_id	interpro_id	interpro_description	interpro_supporting_databases	classification_status	reference_release	assembly_accession
sorghum_bicolor	SORBI_3010G267400	KXG20895	KXG20895	807	canonical	Hsp90	PF00183	719.5	5e-216	719.1	6.8e-216	259	794	0.9961389961389961	1	PF00183	IPR001404	Heat shock protein Hsp90 family	Gene3D;PANTHER;PRINTS;Pfam;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3009G006000	KXG21031	KXG21031	239	canonical	Hsp40	PF00226	38.8	1.4e-09	37.7	3.1e-09	190	232	0.6507936507936508	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3009G113000	KXG21831	KXG21831	366	canonical	Hsp40	PF00226	83.0	2.1e-23	81.8	5.3e-23	106	167	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3009G119000	KXG21869	KXG21869	1453	canonical	Hsp40	PF00226	65.1	8.8e-18	57.4	2.2e-15	1316	1398	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3008G081900	KXG23307	KXG23307	921	canonical	Hsp100	PF02861	180.6	2.4e-53	125.8	2.1e-36	93	215	0.9920634920634921	2	PF02861	IPR004176	Clp, repeat (R) N-terminal domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3008G111600	KXG23570	KXG23570	807	canonical	Hsp90	PF00183	619.8	8.2e-186	619.8	8.2e-186	289	774	0.9691119691119691	1	PF00183	IPR001404	Heat shock protein Hsp90 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3007G004500	KXG24176	KXG24176	1604	canonical	Hsp60	PF00118	78.2	1e-21	77.3	1.8e-21	209	445	0.46830265848670755	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3007G148000	KXG25268	KXG25268	158	canonical	Hsp40	PF00226	77.2	1.4e-21	75.8	3.8e-21	16	82	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3007G178000	KXG25435	KXG25435	149	canonical	Hsp40	PF00226	69.2	4.7e-19	68.8	6e-19	59	119	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3007G205800	KXG25610	KXG25610	391	canonical	Hsp40	PF00226	95.0	4e-27	93.9	8.7e-27	7	68	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3007G217300	KXG25677	KXG25677	269	canonical	Hsp20	PF00011	68.9	6.3e-19	67.5	1.7e-18	157	268	0.9705882352941176	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3006G049900	KXG26091	KXG26091	653	canonical	Hsp40	PF00226	63.4	2.9e-17	60.2	2.9e-16	96	175	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3006G055600	KXG26133	KXG26133	616	canonical	Hsp70	PF00012	782.5	3.9e-235	776.3	3.1e-233	16	591	0.986644407345576	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3006G093500	KXG26390	KXG26390	216	canonical	Hsp20	PF00011	105.4	2.7e-30	104.9	3.8e-30	80	183	0.9901960784313726	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3006G277000	KXG27496	KXG27496	286	canonical	Hsp40	PF00226	34.9	2.3e-08	33.4	6.5e-08	227	280	0.7936507936507936	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3005G010300	KXG27601	KXG27601	205	canonical	Hsp20	PF00011	34.1	4.2e-08	33.3	7.3e-08	111	197	0.9509803921568627	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3005G163500	KXG28768	KXG28768	975	canonical	Hsp40	PF00226	53.6	3.4e-14	52.3	8.5e-14	67	128	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3004G002200	KXG29249	KXG29249	604	canonical	Hsp60	PF00118	285.7	1.2e-84	281.0	3.1e-83	80	583	0.9979550102249489	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3004G011700	KXG29291	KXG29291	678	canonical	Hsp70	PF00012	872.5	2.2e-262	872.2	2.7e-262	35	631	0.9816360601001669	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3004G027200	KXG29372	KXG29372	338	canonical	Hsp40	PF00226	93.0	1.7e-26	92.3	2.7e-26	2	65	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3004G101400	KXG29862	KXG29862	267	canonical	HSF	PF00447	98.7	4.3e-28	98.2	6e-28	22	111	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3004G263500	KXG30896	KXG30896	928	canonical	Hsp70	PF00012	309.2	8.5e-92	306.8	4.4e-91	30	735	0.988313856427379	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3004G336000	KXG31305	KXG31305	497	canonical	Hsp40	PF00226	94.7	5e-27	94.1	7.8e-27	76	137	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3003G101500	KXG32106	KXG32106	1011	canonical	Hsp40	PF00226	66.6	3e-18	65.4	6.9e-18	68	129	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3003G155800	KXG32445	KXG32445	346	canonical	Hsp40	PF00226	96.8	1.1e-27	96.1	1.8e-27	26	88	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3003G185200	KXG32697	KXG32697	375	canonical	Hsp40	PF00226	85.8	2.9e-24	84.8	5.8e-24	127	188	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3003G201300	KXG32796	KXG32796	184	canonical	Hsp20	PF00011	27.6	4.4e-06	27.0	6.7e-06	38	108	0.7549019607843137	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3003G286700	KXG33312	KXG33312	260	canonical	HSF	PF00447	94.5	8.5e-27	94.0	1.3e-26	38	127	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3003G407700	KXG34016	KXG34016	829	canonical	Hsp40	PF00226	68.3	8.3e-19	67.3	1.8e-18	82	143	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3003G411700	KXG34037	KXG34037	766	canonical	Hsp40	PF00226	37.9	2.7e-09	36.9	5.5e-09	65	126	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3002G184200	KXG35505	KXG35505	165	canonical	Hsp40	PF00226	70.2	2.2e-19	69.8	3e-19	49	115	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3002G184300	KXG35506	KXG35506	172	canonical	Hsp40	PF00226	67.9	1.1e-18	67.5	1.6e-18	55	121	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3002G298900	KXG36196	KXG36196	257	canonical	Hsp40	PF00226	44.0	3.3e-11	43.1	6.4e-11	208	253	0.6984126984126984	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3002G319100	KXG36340	KXG36340	160	canonical	Hsp20	PF00011	53.4	4.2e-14	53.0	5.6e-14	57	139	0.8823529411764706	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3002G382700	KXG36748	KXG36748	272	canonical	Hsp40	PF00226	68.0	1e-18	67.0	2.1e-18	77	144	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3001G024100	KXG37199	KXG37199	274	canonical	Hsp40	PF00226	67.4	1.7e-18	66.7	2.7e-18	56	117	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3001G026200	KXG37210	KXG37210	716	canonical	Hsp40	PF00226	59.1	6.5e-16	58.4	1.1e-15	425	489	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3001G064500	KXG37403	KXG37403	418	canonical	Hsp40	PF00226	84.9	5.6e-24	83.9	1.2e-23	14	71	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3001G129000	KXG37805	KXG37805	682	canonical	Hsp70	PF00012	891.1	5.2e-268	890.9	6e-268	49	643	0.998330550918197	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3001G239400	KXG38466	KXG38466	255	canonical	Hsp20	PF00011	36.2	9.7e-09	35.3	1.7e-08	24	102	0.8333333333333334	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3001G400300	KXG39549	KXG39549	169	canonical	Hsp40	PF00226	81.1	8.4e-23	80.6	1.3e-22	24	89	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3001G419000	KXG39675	KXG39675	537	canonical	Hsp70	PF00012	660.9	2.7e-198	660.7	3.1e-198	10	536	0.8597662771285476	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3001G419400	KXG39677	KXG39677	550	canonical	Hsp70	PF00012	663.6	4.2e-199	663.4	4.7e-199	14	549	0.8647746243739566	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3001G419700	KXG39678	KXG39678	556	canonical	Hsp70	PF00012	687.0	3.2e-206	686.8	4e-206	11	551	0.8647746243739566	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3001G425600	KXG39718	KXG39718	157	canonical	Hsp20	PF00011	115.6	1.7e-33	115.4	2e-33	53	156	1.0	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3001G405800	KXG40108	KXG40108	581	canonical	Hsp40	PF00226	93.6	1.1e-26	92.9	1.8e-26	29	90	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3001G507500	KXG40202	KXG40202	407	canonical	Hsp60	PF00118	149.7	2e-43	144.6	7.3e-42	5	388	0.7586912065439673	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3001G537900	KXG40388	KXG40388	174	canonical	Hsp40	PF00226	59.4	5.1e-16	58.8	7.8e-16	13	80	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3K000500	OQU75612	OQU75612	223	canonical	Hsp20	PF00011	44.6	2.2e-11	43.7	4.2e-11	115	221	0.9607843137254902	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3K043400	OQU75657	OQU75657	471	canonical	Hsp40	PF00226	93.6	1.1e-26	91.0	7.2e-26	358	421	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3010G057633	OQU75930	OQU75930	223	canonical	Hsp20	PF00011	44.6	2.2e-11	43.7	4.2e-11	115	221	0.9607843137254902	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3010G087700	OQU76071	OQU76071	202	canonical	Hsp20	PF00011	55.5	9.2e-15	55.0	1.3e-14	106	201	0.9705882352941176	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3010G230600	OQU76890	OQU76890	784	canonical	Hsp70	PF00012	410.7	1.6e-122	410.2	2.2e-122	3	635	0.9833055091819699	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3008G097966	OQU79116	OQU79116	115	canonical	Hsp60	PF00118	53.9	2.2e-14	53.7	2.6e-14	33	82	0.10224948875255624	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;Pfam;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3008G178901	OQU79684	OQU79684	582	canonical	Hsp20	PF00011	32.1	1.8e-07	31.1	3.6e-07	61	134	0.803921568627451	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3007G180300	OQU80758	OQU80758	401	canonical	HSF	PF00447	106.3	1.8e-30	105.8	2.5e-30	45	134	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3006G045200	OQU81344	OQU81344	1013	canonical	Hsp70	PF00012	77.5	1.2e-21	76.9	1.8e-21	846	945	0.1636060100166945	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3006G065100	OQU81478	OQU81478	851	canonical	Hsp100	PF02861	50.2	5.2e-13	48.2	2.1e-12	2	112	0.873015873015873	1	PF02861	IPR004176	Clp, repeat (R) N-terminal domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3006G169800	OQU82085	OQU82085	418	canonical	Hsp40	PF00226	85.9	2.7e-24	84.9	5.8e-24	13	71	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3006G182800	OQU82174	OQU82174	306	canonical	HSF	PF00447	105.1	4.3e-30	104.7	5.8e-30	11	100	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3006G280400	OQU82649	OQU82649	1510	canonical	Hsp60	PF00118	68.8	6.7e-19	68.0	1.2e-18	173	420	0.4785276073619632	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3005G162900	OQU83709	OQU83709	1162	canonical	Hsp40	PF00226	60.6	2.1e-16	59.5	4.7e-16	66	127	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3005G163100	OQU83710	OQU83710	974	canonical	Hsp40	PF00226	61.5	1.1e-16	60.6	2.2e-16	66	127	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3004G155600	OQU85000	OQU85000	728	canonical	Hsp40	PF00226	77.8	9.2e-22	76.6	2.2e-21	75	136	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3004G228900	OQU85385	OQU85385	221	canonical	Hsp20	PF00011	58.1	1.4e-15	57.5	2.2e-15	124	220	0.9803921568627451	1	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3004G254800	OQU85490	OQU85490	294	canonical	Hsp40	PF00226	83.9	1.1e-23	83.1	2.1e-23	28	89	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3004G263100	OQU85522	OQU85522	160	canonical	Hsp20	PF00011	70.4	2.1e-19	42.5	1e-10	85	143	0.5686274509803921	2	PF00011	IPR002068	Alpha crystallin/Hsp20 domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3003G128600	OQU86693	OQU86693	1059	canonical	Hsp40	PF00226	52.2	9.1e-14	36.8	5.8e-09	969	1001	0.5238095238095238	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3002G196600	OQU89470	OQU89470	1499	canonical	Hsp60	PF00118	110.2	1.9e-31	109.6	3e-31	135	393	0.5112474437627812	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3002G227200	OQU89620	OQU89620	174	canonical	Hsp40	PF00226	61.6	1e-16	61.0	1.6e-16	13	80	0.9841269841269841	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3002G271100	OQU89801	OQU89801	401	canonical	HSF	PF00447	106.1	2e-30	105.6	2.9e-30	44	133	1.0	1	PF00447	IPR000232	Heat shock factor (HSF)-type, DNA-binding	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3001G020900	OQU90664	OQU90664	345	canonical	Hsp40	PF00226	50.1	4.2e-13	49.2	7.7e-13	64	120	0.8571428571428571	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3001G189700	OQU91488	OQU91488	272	canonical	Hsp40	PF00226	40.5	4e-10	39.3	1e-09	69	128	0.8412698412698413	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3001G301700	OQU92158	OQU92158	654	canonical	Hsp40	PF00226	63.8	2.1e-17	60.5	2.3e-16	97	176	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3001G419100	OQU92815	OQU92815	381	canonical	Hsp70	PF00012	423.1	2.8e-126	422.8	3.2e-126	1	377	0.5809682804674458	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3001G419200	OQU92816	OQU92816	434	canonical	Hsp70	PF00012	533.1	1.3e-159	532.9	1.5e-159	2	431	0.6811352253756261	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3001G419801	OQU92817	OQU92817	299	canonical	Hsp70	PF00012	389.6	3.8e-116	389.3	4.5e-116	11	281	0.4323873121869783	1	PF00012	IPR013126	Heat shock protein 70 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3001G437200	OQU92918	OQU92918	230	canonical	Hsp100	PF02861	73.0	4.6e-20	53.0	7e-14	83	206	0.9761904761904762	1	PF02861	IPR004176	Clp, repeat (R) N-terminal domain	Gene3D;PANTHER;Pfam;ProSiteProfiles;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3001G437801	OQU92921	OQU92921	1094	canonical	Hsp60	PF00118	255.9	1.3e-75	252.8	1.1e-74	560	1064	0.9979550102249489	1	PF00118	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;SUPERFAMILY	confirmed	63	GCA_000003195.3
sorghum_bicolor	SORBI_3001G452000	OQU92981	OQU92981	539	canonical	Hsp40	PF00226	89.3	2.3e-25	88.5	4.3e-25	69	130	1.0	1	PF00226	IPR001623	DnaJ domain	Gene3D;PANTHER;PRINTS;Pfam;ProSitePatterns;ProSiteProfiles;SMART;SUPERFAMILY	confirmed	63	GCA_000003195.3
