feature_id	SRR39669458	SRR39669459	SRR39669468	SRR39669469	SRR39669470	SRR39669471	SRR39669472	SRR39669473	SRR39669474	SRR39669475	SRR39669460	SRR39669461	SRR39669462	SRR39669463	SRR39669464	SRR39669465	SRR39669466	SRR39669467
transcript:TKW36737	2126	2512	3513	3858	3984	3377.411	2670	2779	2695.928	2725	2660	2333.033	2628.53	2612	2898	2586	2274.877	1958
transcript:TKW36738	1392.08	1302	1293.995	970	923	1155	975	903	1164	1402	1384	1314	1241.163	1148	1197	1077	776	1203
transcript:TKW36739	0	0	1	13	2	2	1	1	3	1	3	0	5	6	14	1	2	0
transcript:TKW36741	0	12.9	4.211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TKW36742	22.984	0	0	0	0	0	0	24.149	23.854	23.312	64.778	0	0	0	0	0	0	0
transcript:TKW36740	9130.016	6558.791	4905.386	5883.101	6320.42	5586.467	4917.072	4356.851	4865.729	8764.294	8663.222	7645	5175.675	5535	5663.841	4380	4069.598	2871
transcript:TKW36743	3851	2348.308	2905.423	3073	3018.007	2938	3140.031	2786	2720.417	2878	2942	2031	2024.325	2568	2423	2071	2117.402	1055
transcript:TKW36744	1647	1397	1031	1144.049	1163.021	1214	557	840	1557	1828	1801	1160	1265	1426	1463	804	842	543
transcript:TKW36745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TKW36746	56.571	36.608	56.706	22.385	28.266	36	51.253	65.622	38.04	31.197	33.812	27.62	37	6.485	26.681	11.323	25.557	13.802
transcript:TKW36747	23.429	17.392	23.294	14.615	4.734	0	12.747	24.378	6.96	19.803	8.188	14.38	0	9.515	4.319	13.677	26.443	9.198
transcript:TKW36748	348	194	188	24	24	45	3	7	7	145	219	210	58	44	41	6	5	1
transcript:TKW36749	6856.377	5319.867	2933.054	1219.405	1171.006	2066.19	899.403	958.278	2348.383	5801.343	4657.592	5326.842	3922.277	4087.562	4358.046	1537.289	892.99	1976.352
transcript:TKW36750	74.742	150.501	87.658	61.096	68.687	15	27.699	20.597	29.111	180.613	105.601	108.813	46.981	63.983	42.897	33.239	30.542	30
transcript:TKW36751	63.258	63.499	56.342	38.904	46.313	0	9.301	5.403	20.889	72.387	66.399	48.187	19.019	29.017	28.103	17.761	5.458	0
transcript:TKW36752	231	67	54	11	13	9	4	5	1	59	243	233	45	28	23	7	3	1
transcript:TKW36753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TKW36754	0	0	0	3	2	0	2	3	2	1	2	0	1	1	0	0	0	3
transcript:TKW36756	213.552	127.749	157.84	78.284	108.546	158	66.092	50.045	64.757	133.847	277.17	207.919	97.32	139.542	128.344	93.952	26.693	75.058
transcript:TKW36757	1560.204	1004.747	1468.569	593.177	586.894	774.602	399.008	450.955	539.728	845.153	1396.17	1231.592	707.992	682.004	720.715	724.079	314.307	396.802
transcript:TKW36755	18.244	6.504	6.591	17.538	7.56	26.083	4.9	0	5.515	0	13.224	33.489	4.689	4.195	1.941	11.969	0	4.14
transcript:TKW36758	397.374	435.749	496.685	818.864	746.621	562.05	614.656	606.215	621.27	485.316	494.719	359.527	387.479	542.253	539.395	601.299	613.715	325.488
transcript:TKW36759	2730.626	3323.251	4338.315	5222.16	5309.26	4760.95	4215.343	4276.785	4511.73	3559.684	3594.335	3281.473	3177.521	3153.747	3434.605	5138.701	4718.285	3578.512
transcript:TKW36760	489	442	318	488	477	411	329	330	352	558	454	421	364	444	412	525	156	298
transcript:TKW36761	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
transcript:TKW36762	648	600	825	654	737	937.082	376	621	803	878	786	575.037	673	804.118	747	636	593	407
transcript:TKW36763	1908	1401	1202	1188	1126	1262	610	591.043	987	1631	1672.359	1574.963	1177	1177	1239.162	849	556	646
transcript:TKW36764	44.181	40.977	48.679	18.715	16.492	4.983	7.462	6.657	9.115	30.398	46.017	26.466	12.896	21.159	8.509	12.811	5.758	6.365
transcript:TKW36765	381.803	369.431	431.956	400.022	383.314	416.099	156.795	246.523	315.568	401.393	405.427	362.945	316.152	312.448	386.051	286.067	250.108	172.535
transcript:TKW36766	50.835	53.615	27.685	35.548	34.702	41.983	8.281	18.162	38.202	53.81	35.54	20.124	18.056	31.234	21.93	21.31	22.376	6.735
transcript:TKW36767	44.181	40.977	48.679	18.715	16.492	4.983	7.462	6.657	9.115	30.398	46.017	26.466	12.896	21.159	8.509	12.811	5.758	6.365
transcript:TKW36768	4388	3587	3316	3695	3543	3799.204	2449	3013.001	3441.071	3866	3562.438	2624	2845	3971.23	3652	2386	2899	1502
transcript:TKW36769	24640.796	15328	9120.894	7717.154	7766	8947	9506.981	9137.871	15109.042	15922	17185.717	18847.939	8518	9009.907	9505	13386.21	10026.001	7902.983
transcript:TKW36770	4723	3476	2725	32515.165	30920.749	43119.599	22127.518	28976.731	38260.713	4099	6439	6567.894	13566.11	16021.515	15017.678	25458.326	24925.998	25660.203
transcript:TKW36771	74	111	74	3643.174	3378	10548.328	4644.482	5769.253	7798.098	316	756	477.106	2875.366	3269.315	3207.682	5734.725	4854.06	9637.79
transcript:TKW36772	6072.002	4857	3979	4240	3629	4558.772	1535	1575	3545	4687	4520	3695	4433	5009	4867	2625.005	1012	2222
transcript:TKW36773	15123.916	7379	6792	565	468	929	153	310	648	4509	5668	2680	690	985	893	323	277	379
transcript:TKW36774	0	1.006	4.073	4	0	1	0	1	0	2	1.006	1	0	2.203	0	2	4.155	3
transcript:TKW36775	326	98	47	19	19	25	1	0	2	63	25	70	82	101	88	0	0	0
transcript:TKW36776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TKW36777	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TKW36778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TKW36779	21	9	16	41	35	23	33	74	14	1	9	19	11	9	12	17	7	1
transcript:TKW36780	6	16	29	81	87	136	126	46	123	20	12	24	70	99	86	37	45	75
transcript:TKW36781	310	287	209	214	242	270	85	143	157	366	386	268	255	286	251	127	124	99
transcript:TKW36782	0	0	0	0	77.358	0	0	0	0	0	0	0	45.579	27.112	0	0	0	0
transcript:TKW36786	0	0	0	15.561	0	0	0	17.722	33.671	0	0	0	0	0	0	0	0	0
transcript:TKW36787	0	0	0	15.561	0	0	0	17.722	33.671	0	0	0	0	0	0	0	0	0
transcript:TKW36783	95.667	92.667	87.333	128.286	132.214	146.333	68.667	62.186	66.886	124	118.667	100.667	103.807	115.963	131.333	88.333	98.333	47
transcript:TKW36784	95.667	92.667	87.333	128.286	132.214	146.333	68.667	62.186	66.886	124	118.667	100.667	103.807	115.963	131.333	88.333	98.333	47
transcript:TKW36785	95.667	92.667	87.333	128.286	132.214	146.333	68.667	62.186	66.886	124	118.667	100.667	103.807	115.963	131.333	88.333	98.333	47
transcript:TKW36788	0	0	0	0	0	5.495	0	0	0	0	6.698	0	0	16.406	0	0	0	0
transcript:TKW36789	2611	2099.089	2480.144	2654	2500	2268.505	1521	1622	1793	2223	2299.302	2390	1840	1820.58	1878	1784	1689	1335
transcript:TKW36790	366	222	243	89	99	152	10	6	11	251	305	290	167	214	213	39	10	4
transcript:TKW36792	2393.843	471.833	395.073	2097.634	1244.317	1797.063	1081.782	1676.436	1921.881	1545.439	1399.839	718.709	796.579	1321.595	866.06	1134.344	633.638	313.193
transcript:TKW36791	3254.157	5221.167	4504.927	5983.366	6948.683	5957.937	3596.914	3666.74	5463.841	6267.561	5308.161	4806.291	6522.421	6669.559	7319.927	2895.656	4264.362	3215.807
transcript:TKW36793	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
transcript:TKW36794	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TKW36795	526	397	691.078	508.038	465	500	229	316	344	479	395	569	329	388	370	418	263	231
transcript:TKW36796	3716	3036.97	3293.006	6458.073	6425.014	5736	4338	3797.009	4628.013	3604.961	3793.93	2843.953	4646	5133.661	5438.184	3131	3373	2050.999
transcript:TKW36797	4050	3391	3394.784	2727	2734	3389	1976	1562.444	2308.604	3729	3597.298	3975.332	2890.996	2907	3005	2105	1647	1751
transcript:TKW36798	92.613	102.287	73.187	32.088	114.792	147.696	82.52	29.619	48.322	83.211	116.697	126.753	63.732	113.76	121.75	55.559	47.487	42.183
transcript:TKW36799	171.387	139.721	143.813	101.912	71.208	128.304	89.48	78.381	116.678	212.789	201.303	248.247	111.268	135.24	99.25	51.441	54.513	34.817
transcript:TKW36800	60.843	29.296	0	53.28	49.535	0	0	38.532	50.144	20.722	29.388	0	0	83.126	55.822	19.806	49.137	0
transcript:TKW36801	158.157	98.704	125	211.72	213.465	205	84	61.468	36.856	212.278	190.612	154	189	176.874	201.178	70.194	54.863	37
transcript:TKW36802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TKW36803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TKW36804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TKW36806	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
transcript:TKW36805	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
transcript:TKW36807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TKW36808	5	7	13	33	19	9	11	3	13	23	23	21	12	17	19	6	9	58
transcript:TKW36810	35.071	45.308	48.923	85.006	133.918	84.852	46.959	95.877	96.806	74.438	56.588	27.902	36.106	65.014	68.382	132.135	161.042	69.093
transcript:TKW36813	24.484	26.469	43.918	125.844	110.126	90.092	54.011	56.961	103.052	48.486	41.776	42.155	77.707	74.92	90.195	68.751	81.135	39.837
transcript:TKW36814	24.484	26.469	43.918	125.844	110.126	90.092	54.011	56.961	103.052	48.486	41.776	42.155	77.707	74.92	90.195	68.751	81.135	39.837
transcript:TKW36815	10.038	48.145	18.225	45.995	38.37	22.608	51.234	39.472	47.32	14.339	22.524	8.41	46.013	62.585	27.1	38.911	50.517	33.117
transcript:TKW36811	50.424	0	0	0	0	108.044	0	0	37.464	52.383	71.007	112.378	0	0	0	46.234	0	0
transcript:TKW36809	0	0	0	0	0	0	63.115	0	0	0	0	0	0	0	73.168	0	0	0
transcript:TKW36812	70.499	102.609	164.017	275.311	253.46	126.312	105.671	166.729	149.303	125.867	64.33	0	155.469	192.561	77.96	238.217	210.172	184.115
transcript:TKW36816	7.948	20.541	49.588	105.108	31.858	47.732	0	61.89	0	0	47.849	67.247	18.876	29.714	18.715	53.383	8.234	55.244
transcript:TKW36817	29.77	5.325	20.855	11.414	21.281	23.608	13.509	2.201	7.073	13.993	2.255	0	8.823	38.931	8.777	0	0	0
transcript:TKW36818	51.014	77.078	65.251	13.326	7.084	33.129	0	0	61.046	44.762	98.901	0	11.67	0	14.017	0	6.92	0
transcript:TKW36819	1769.269	1073.056	1572.799	1277.151	1265.777	1120.53	181.491	262.909	444.881	1219.24	1093.995	948.753	1072.631	1481.679	1315.492	276.617	279.845	210.756
transcript:TKW36820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TKW36823	4.671	0	0	5.917	0	12.043	0	0	0	0	0	5.39	0	0	0	0	0	0
transcript:TKW36821	21.329	29	10	13.083	19	28.957	4	3	7	46	0	32.61	0	0	0	3	1	1.002
transcript:TKW36822	0	0	0	0	0	0	0	0	0	0	40	0	46	42	47	0	0	0
transcript:TKW36824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TKW36825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TKW36826	0	18.401	4.442	10.532	9.638	0	0	0	0	4.309	0	20.19	0	0	3.977	0	0	0
transcript:TKW36827	61.507	148.426	46.98	96.637	116.037	87.431	4	6	12	94.965	141.669	175.67	61.141	89.725	77.455	22	3.625	9
transcript:TKW36828	19.493	35.173	12.578	6.831	18.325	25.569	0	0	0	13.726	7.331	45.396	13.859	12.275	4.568	0	7.375	0
transcript:TKW36829	5	0	1	8	3.003	3	1	1	1	0	1	0	0	4.001	1	0	0	1
transcript:TKW36830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TKW36831	127	95	96	633	516.997	202	52	82	142	190	104	106	289	287.999	251	83	50	129
transcript:TKW36832	223	240	145	63	98	177	137	32	65	326	323	302	147	164	171	59	73	79
transcript:TKW36833	55.536	52.494	67.981	32.093	21.229	18.428	10.879	26.739	36.286	30.555	69.892	37.787	40.022	20.021	19.487	45.65	20.031	9.85
transcript:TKW36834	1292.607	1063.506	945.019	1501.907	1517.771	1504.664	883.121	831.261	1128.714	1292.445	1244.108	1128.213	1264.978	1441.979	1289.513	971.35	795.969	718.15
transcript:TKW36835	531	475	872	196	200.007	250	118	378	292	364	407	388	211	175.992	193	292	178.091	611
transcript:TKW36836	460	1728	1063	434.058	413.999	623	1092	1070	1426.672	1654.561	1633	873	363	397.008	408	2654	1270.909	1250
transcript:TKW36837	2626	1766.002	779	332	311	701	692.52	672	1651	1858	1592	1036	890	1270	1160.034	812	640	541
transcript:TKW36838	441	114	316.135	47	45	24	14	79	81	94	97	122	67	87	84	16	30	81
transcript:TKW36839	497	270	348	550	496	418	158	231	299	428	353	268	352	381	410	297	242	154
transcript:TKW36840	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
transcript:TKW36841	2	6	2	11	8	1	0	1	0	10	6	7	1	2	3	1	0	0
transcript:TKW36849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TKW36845	56.426	71.438	57	40.759	34.622	73.561	18	15.314	27.609	79.396	78.017	68	77.641	100.427	87.787	13.238	19.003	16
transcript:TKW36848	0	26.562	0	0	0	0	0	0	0	0	4.202	0	0	0	0	0	0	0
transcript:TKW36847	10.909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TKW36844	19.855	0	0	7.121	7.689	5.22	0	2.843	0	16.302	0	0	8.68	15.786	22.106	0	12.499	0
transcript:TKW36846	19.855	0	0	7.121	7.689	5.22	0	2.843	0	16.302	0	0	8.68	15.786	22.106	0	12.499	0
transcript:TKW36842	0	0	0	0	0	0	0	0	10.195	0	14.39	0	0	0	0	9.381	0	0
transcript:TKW36843	0	0	0	0	0	0	0	0	10.195	0	14.39	0	0	0	0	9.381	0	0
transcript:TKW36850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
transcript:TKW36851	1614	1362	1043	1201	1192	1668	498	435	850	1656.622	1509	1247.998	1483	1709	1641	853	456	580
transcript:TKW36852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.959	0	0	35.307
transcript:TKW36853	33.701	19.347	0	0	13.603	0	0	0	25.517	0	0	0	0	33.854	0	0	88.101	0
transcript:TKW36856	348.699	268.488	304.234	302.574	391.985	406.648	111.893	94.052	116.595	362.106	463.37	453	480.349	476.275	423.262	120	0	55.693
transcript:TKW36855	0	0	0	0	0	16.463	0	0	0	73.128	0	0	0	15.166	0	0	21.34	0
transcript:TKW36854	146.6	43.166	25.766	132.426	119.412	59.889	27.107	18.948	40.888	106.766	119.63	0	20.651	119.706	49.779	0	15.559	0
transcript:TKW36857	1166	1023	872	882	752	906	575	498	770	1036	1026	952	1015	923	1066	590	468	542
transcript:TKW36861	212.555	246.395	477.635	128.573	175.273	0	0	91.439	120.687	224.217	106.343	176.188	252.923	194.911	141.567	131.562	51.218	246.983
transcript:TKW36859	104.697	42.208	47.033	133.185	114.006	128.333	32.897	15.628	32.502	87.059	59.917	86.465	31.197	64.084	49.361	33.879	37.703	16.019
transcript:TKW36860	566.584	360.743	173.574	485.398	396.143	442.69	261.117	304.684	355.52	374.124	553.553	538.863	163.52	257.005	270.57	430.676	266.482	306.998
transcript:TKW36858	277.163	38.218	44.919	20.948	40.526	21.993	24.995	24.416	46.097	54.2	47.062	46.494	33.454	0	39.5	49.294	29.866	0
transcript:TKW36862	0	38.218	44.919	20.948	40.526	21.993	24.995	24.416	46.097	54.2	47.062	46.494	33.454	0	39.5	49.294	29.866	0
transcript:TKW36863	0	38.218	44.919	20.948	40.526	21.993	24.995	24.416	46.097	54.2	47.062	46.494	33.454	0	39.5	49.294	29.866	0
transcript:TKW36864	3573	3202.913	4683	6648.769	6702.405	5702.215	2399.207	2464	2906.619	3804	3991.002	4550	3799	3871	4034	2508	2523	2337
transcript:TKW36865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TKW36866	41	53	50	16	33	33	1	7	10	32	46	77	56	84	56	9	5	11
transcript:TKW36867	1779.69	2759.434	2826.4	4053.746	4157.026	4241.945	3358.044	3821.891	4565.304	3227.018	2792.46	2197.227	2551.642	3065.672	3000.622	4728.457	4352.636	2435.177
transcript:TKW36868	1635.31	1725.381	1566.6	3732.254	3740.974	3060.957	2977.391	2896.217	3667.696	2310.982	2142.54	1374.773	2107.358	2440.076	2462.378	3826.543	3500.391	1182.823
transcript:TKW36869	5184.722	3837	3701.926	3659.245	3589	3300	1246.782	1514	2103	4132	3935.502	3546	3057	3345	3429	1943	1368	1395
transcript:TKW36870	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
transcript:TKW36871	578	454	445	743	653	1165	964	793	1184	480	524	633	616	773	763	1055	926	911
transcript:TKW36872	1738	1349	610	405	430	856	212	217	379	1465	1079	1055	1428	1572	1366	399	221	270
transcript:TKW36874	9.978	9	0	7	1	0	1	1	1	7	4	7	6	6	6	0	0	0
transcript:TKW36873	1.022	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TKW36875	52	22	84	33	26	28	18	77	50	7	7	28	15	22	14	130	54	142
transcript:TKW36876	48	56	36	32	27	23	56	131	96	35	36	43	28	32	28	182	56	265
transcript:TKW36877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TKW36878	859	683	862	1104	1063	1071	255	415	627	868	830	514	844	1053	978.076	464	549	251
transcript:TKW36879	2	1	2	1	1	4	2	1	3	5	2	0	0	0	5	0	0	2
transcript:TKW36880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TKW36881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TKW36882	197.663	173.296	202.591	114.207	80.381	117.057	61.121	67.083	117.987	197.884	205.185	162.992	138.305	156.344	191.155	93.856	65.318	96.424
transcript:TKW36883	3	6	5	3	1	6	6	4	2	7	3	4	3	1	9	3	0	1
transcript:TKW36884	2	2	5	10	1	3	2	2	4	3	2	2	4	5	2	3	1	4
transcript:TKW36885	132	165	150	80	84	147	65	79	76	155	134	117	97	113	96	99	123	52
transcript:TKW36886	1	4	6.998	2	12	7	0	0	1	13	11	5	2	10	0	0	12	0
transcript:TKW36887	0	4	0	1	5	2	0	0	1	2	4	1	1	1	1	0	1.073	0
transcript:TKW36888	137.37	199.666	369.934	118.873	121.361	78.359	1.237	0	7.671	292.742	206.499	258.664	63.52	51.648	70.39	8.486	43.551	5.478
transcript:TKW36889	6.012	18.194	16.016	7.075	11.758	0	18.827	21.858	19.667	0	0	0	7.777	11.088	22.001	0	10.566	3.904
transcript:TKW36890	698.822	436.806	633.984	545.925	466.242	547	246.173	291.142	351.333	612	603.018	587	455.223	445.912	506.999	392	390.434	230.096
transcript:TKW36891	6.63	23.334	7.069	22.127	30.639	10.641	10.763	9	1.329	21.258	21.501	12.336	9.48	8.352	10.61	6.514	7.376	3.522
transcript:TKW36892	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
transcript:TKW36893	763	494	283	83	85	72	10	3	28	399	552	533	135	144	165	19	11	13
transcript:TKW36894	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
transcript:TKW36895	43.555	116.463	118.8	45.455	44.398	35.955	7.952	34.109	48.298	56.07	45.02	53.409	31.15	37.722	17.822	50.071	36.608	51.989
transcript:TKW36896	1777.251	1959.168	2345.836	6154.315	5608.79	4746.454	2497.368	2364.989	2389.114	2711.672	2350.793	2644.396	3564.619	3729.101	3970.083	2364.983	2018.567	2057.482
transcript:TKW36897	447.193	351.369	332.364	917.954	940.812	695.592	401.68	429.902	436.249	405.582	533.187	442.195	530.917	624.177	584.095	457.872	353.839	176.528
transcript:TKW36898	337.132	165.642	139.244	600.136	447.146	620.421	323.692	333.707	373.07	334.83	251.902	99.621	384.424	436.645	409.036	278.26	277.103	149.913
transcript:TKW36900	0	257.923	334.154	0	84.273	169.623	0	0	0	109.871	176.303	327.087	131.446	62.596	180.052	0	0	219.903
transcript:TKW36899	201.868	142.436	85.602	272.935	236.581	241.955	131.308	172.293	236.93	222.299	207.795	122.292	181.129	307.76	226.912	176.74	243.897	59.184
transcript:TKW36901	986	669	1250	573	640	692	366	348	350	522	710	912	495	553	506	440	378	323
transcript:TKW36902	511	1960.994	814	30037.01	32411.617	36315.544	321475.861	236561.626	83875.213	6236	4615	5514	16328.999	18833	17665.015	89138.535	105369.408	27487.928
transcript:TKW36903	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
transcript:TKW36904	360	265	180	386	326	328	73	101	164	298	300	287	344	388	406	124	65	146
transcript:TKW36905	68	70	86	64	48	74	122	93	53	67	85	106	64	62	42	102	85	29
transcript:TKW36906	3602	4715	4087.319	11197.537	11351.521	16794.542	20753.92	13067.039	11459.94	6268	5263.044	4180	8163.347	8768.319	9115	17248.172	14578	6134
transcript:TKW36907	188	297	148	155	142	364.049	125.005	146	73	423	455	338	246	326	319	113.012	119.019	117.019
transcript:TKW36908	650	597	697	715	628	947	391	457	546	784	849	725	627.001	683	703	529	498	335
transcript:TKW36909	2	0	0	1	8	1	1	0	1	0	0	0	0	0	0	0	1	0
transcript:TKW36910	584	540.937	389.164	208	134	243.857	58	65	125	517	446.319	241	387	378.257	420.905	88	30.667	88
transcript:TKW36911	0	9.063	8.836	0	0	9.143	0	0	0	0	0	0	0	7.743	3.095	0	6.333	0
transcript:TKW36912	6414.341	4226	2133	704	633	1574	191	431	1301	3582	3363	2816	2381	2684	2561	958	549	539.072
transcript:TKW36913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TKW36914	0	4	0	3	11	18	173	66	19	4	6	3	6	6	3	47	78	27
transcript:TKW36915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TKW36916	29	50	43	48	49	17	38	13	23	79	58	73	8	18	10	31	13	4
transcript:TKW36917	5	7	2	1	4	1	4	7	3	7	22	32	4	7	2	2	8	134
transcript:TKW36918	24875.933	21596.923	19507.745	19340.452	18778.585	44361.611	16619.071	11941	19757	20381.319	24396.603	20957.951	31619.602	36425.498	35515.526	17599.652	11833	17159
transcript:TKW36919	12279.839	7014.325	12522.087	13373.614	14218.909	12590	5359	5405	7242.029	10794	11284.687	9669	9584.545	9947	9599	6296.289	5545.297	4626.004
transcript:TKW36920	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
transcript:TKW36921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript:TKW36922	197	135	87	53	45	67	20	22	42	132	127	106	158.008	168	156	24	20	25
transcript:TKW36923	4851	3303	4847	4541.235	4651	4417	1101	1035	1309	3949.996	4224	5084.742	4335.998	4380.794	4411	1053	1142	1142
transcript:TKW36924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
transcript:TKW36925	459.449	339.823	239.064	731.408	645.915	641.168	525.363	673.04	737.978	624.977	555.41	363.559	447.705	515.563	462.464	889.019	561.431	292.529
transcript:TKW36926	223.551	422.177	454.936	386.592	413.085	477.832	384.637	474.96	338.022	497.023	304.59	509.441	398.295	415.437	394.536	725.981	471.569	311.471
transcript:TKW36927	5079.017	2932	1894.021	1001	996	1296	337	466	990	2496	2393	2223	1668	2058	1748.661	612	441	413
transcript:TKW36929	310.476	201.787	282.676	316.634	311.217	283.487	0	139.021	191.616	231.851	250.123	241.774	204.38	286.874	241.787	152.344	145.815	114.691
