feature_id	SRR39669458	SRR39669459	SRR39669468	SRR39669469	SRR39669470	SRR39669471	SRR39669472	SRR39669473	SRR39669474	SRR39669475	SRR39669460	SRR39669461	SRR39669462	SRR39669463	SRR39669464	SRR39669465	SRR39669466	SRR39669467
SEVIR_1G004300v2	24640.796	15328	9120.894	7717.154	7766	8947	9506.981	9137.871	15109.042	15922	17185.717	18847.939	8518	9009.907	9505	13386.21	10026.001	7902.983
SEVIR_1G004400v2	4723	3476	2725	32515.165	30920.749	43119.599	22127.518	28976.731	38260.713	4099	6439	6567.894	13566.11	16021.515	15017.678	25458.326	24925.998	25660.203
SEVIR_1G004500v2	74	111	74	3643.174	3378	10548.328	4644.482	5769.253	7798.098	316	756	477.106	2875.366	3269.315	3207.682	5734.725	4854.06	9637.79
SEVIR_1G004600v2	6072.002	4857	3979	4240	3629	4558.772	1535	1575	3545	4687	4520	3695	4433	5009	4867	2625.005	1012	2222
SEVIR_1G004700v2	15123.916	7379	6792	565	468	929	153	310	648	4509	5668	2680	690	985	893	323	277	379
SEVIR_1G004800v2	0	1.006	4.073	4	0	1	0	1	0	2	1.006	1	0	2.203	0	2	4.155	3
SEVIR_1G004900v2	326	98	47	19	19	25	1	0	2	63	25	70	82	101	88	0	0	0
SEVIR_1G005000v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G005100v2	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G005200v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G005300v2	21	9	16	41	35	23	33	74	14	1	9	19	11	9	12	17	7	1
SEVIR_1G005400v2	6	16	29	81	87	136	126	46	123	20	12	24	70	99	86	37	45	75
SEVIR_1G005500v2	310	287	209	214	242	270	85	143	157	366	386	268	255	286	251	127	124	99
SEVIR_1G005600v2	287.001	278.001	261.999	415.98	474	438.999	206.001	222.002	268	372	356.001	302.001	357	375.001	393.999	264.999	294.999	141
SEVIR_1G005700v2	2611	2099.089	2480.144	2654	2500	2274	1521	1622	1793	2223	2306	2390	1840	1836.986	1878	1784	1689	1335
SEVIR_1G005800v2	366	222	243	89	99	152	10	6	11	251	305	290	167	214	213	39	10	4
SEVIR_1G005900v2	5648	5693	4900	8081	8193	7755	4678.696	5343.176	7385.722	7813	6708	5525	7319	7991.154	8185.987	4030	4898	3529
SEVIR_1G006000v2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SEVIR_1G006100v2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G006200v2	526	397	691.078	508.038	465	500	229	316	344	479	395	569	329	388	370	418	263	231
SEVIR_1G006300v2	3716	3036.97	3293.006	6458.073	6425.014	5736	4338	3797.009	4628.013	3604.961	3793.93	2843.953	4646	5133.661	5438.184	3131	3373	2050.999
SEVIR_1G006400v2	4050	3391	3394.784	2727	2734	3389	1976	1562.444	2308.604	3729	3597.298	3975.332	2890.996	2907	3005	2105	1647	1751
SEVIR_1G006500v2	264	242.008	217	134	186	276	172	108	165	296	318	375	175	249	221	107	102	77
SEVIR_1G006600v2	219	128	125	265	263	205	84	100	87	233	220	154	189	260	257	90	104	37
SEVIR_1G006700v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G006800v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G006900v2	0	4	0	0	0	0	0	0	0	3	0	1	0	0	0	1	1	0
SEVIR_1G007000v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G007100v2	5	7	13	33	19	9	11	3	13	23	23	21	12	17	19	6	9	58
SEVIR_1G007200v2	215	249	319.001	658	646	522	375.001	416	536.997	363.999	298.001	233	393.002	470	427	592.999	584.001	365.999
SEVIR_1G007300v2	1858.001	1176	1708.493	1406.999	1326	1224.999	195	327	513	1277.995	1243	1016	1112	1550.324	1357.001	330	294.999	266
SEVIR_1G007400v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G007466v2	26	29	10	19	19	41	4	3	7	46	40	38	46	42	47	3	1	1.002
SEVIR_1G007532v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G007600v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G007700v2	81	202	64	114	144	113	4	6	12	113	149	241.256	75	102	86	22	11	9
SEVIR_1G007766v2	5	0	1	8	3.003	3	1	1	1	0	1	0	0	4.001	1	0	0	1
SEVIR_1G007733v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G007800v2	127	95	96	633	516.997	202	52	82	142	190	104	106	289	287.999	251	83	50	129
SEVIR_1G007900v2	223	240	145	63	98	177	137	32	65	326	323	302	147	164	171	59	73	79
SEVIR_1G008000v2	1348.143	1116	1013	1534	1539	1523.092	894	858	1165	1323	1314	1166	1305	1462	1309	1017	816	728
SEVIR_1G008100v2	531	475	872	196	200.007	250	118	378	292	364	407	388	211	175.992	193	292	178.091	611
SEVIR_1G008200v2	460	1728	1063	434.058	413.999	623	1092	1070	1426.672	1654.561	1633	873	363	397.008	408	2654	1270.909	1250
SEVIR_1G008300v2	2626	1766.002	779	332	311	701	692.52	672	1651	1858	1592	1036	890	1270	1160.034	812	640	541
SEVIR_1G008400v2	441	114	316.135	47	45	24	14	79	81	94	97	122	67	87	84	16	30	81
SEVIR_1G008500v2	497	270	348	550	496	418	158	231	299	428	353	268	352	381	410	297	242	154
SEVIR_1G008600v2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SEVIR_1G008700v2	2	6	2	11	8	1	0	1	0	10	6	7	1	2	3	1	0	0
SEVIR_1G008801v2	107.045	98	57	55.001	50	84.001	18	21	47.999	112	110.999	68	95.001	131.999	131.999	32	44.001	16
SEVIR_1G008900v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SEVIR_1G009000v2	1614	1362	1043	1201	1192	1668	498	435	850	1656.622	1509	1247.998	1483	1709	1641	853	456	580
SEVIR_1G009100v2	529	331.001	330	435	525	483	139	113	183	542	583	453	501	645.001	518	120	125	91
SEVIR_1G009200v2	1166	1023	872	882	752	906	575	498	770	1036	1026	952	1015	923	1066	590	468	542
SEVIR_1G009300v2	1160.999	764	832.999	810	807	637.002	368.999	484.999	647	848	860.999	940.998	548.002	516	579.998	743.999	445.001	570
SEVIR_1G009400v2	3573	3202.913	4683	6648.769	6702.405	5702.215	2399.207	2464	2906.619	3804	3991.002	4550	3799	3871	4034	2508	2523	2337
SEVIR_1G009500v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G009600v2	41	53	50	16	33	33	1	7	10	32	46	77	56	84	56	9	5	11
SEVIR_1G009700v2	3415	4484.815	4393	7786	7898	7302.902	6335.435	6718.108	8233	5538	4935	3572	4659	5505.748	5463	8555	7853.027	3618
SEVIR_1G009900v2	5184.722	3837	3701.926	3659.245	3589	3300	1246.782	1514	2103	4132	3935.502	3546	3057	3345	3429	1943	1368	1395
SEVIR_1G010000v2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SEVIR_1G010100v2	578	454	445	743	653	1165	964	793	1184	480	524	633	616	773	763	1055	926	911
SEVIR_1G010200v2	1738	1349	610	405	430	856	212	217	379	1465	1079	1055	1428	1572	1366	399	221	270
SEVIR_1G010300v2	11	10	1	7	1	0	1	1	1	7	4	7	6	6	6	0	0	0
SEVIR_1G010400v2	52	22	84	33	26	28	18	77	50	7	7	28	15	22	14	130	54	142
SEVIR_1G010500v2	48	56	36	32	27	23	56	131	96	35	36	43	28	32	28	182	56	265
SEVIR_1G010700v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G010600v2	859	683	862	1104	1063	1071	255	415	627	868	830	514	844	1053	978.076	464	549	251
SEVIR_1G010800v2	2	1	2	1	1	4	2	1	3	5	2	0	0	0	5	0	0	2
SEVIR_1G010900v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G010950v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G011000v2	197.663	173.296	202.591	114.207	80.381	117.057	61.121	67.083	117.987	197.884	205.185	162.992	138.305	156.344	191.155	93.856	65.318	96.424
SEVIR_1G011066v2	3	6	5	3	1	6	6	4	2	7	3	4	3	1	9	3	0	1
SEVIR_1G011132v2	2	2	5	10	1	3	2	2	4	3	2	2	4	5	2	3	1	4
SEVIR_1G011200v2	132	165	150	80	84	147	65	79	76	155	134	117	97	113	96	99	123	52
SEVIR_1G011300v2	1	4	6.998	2	12	7	0	0	1	13	11	5	2	10	0	0	12	0
SEVIR_1G011366v2	0	4	0	1	5	2	0	0	1	2	4	1	1	1	1	0	1.073	0
SEVIR_1G011432v2	137.37	199.666	369.934	118.873	121.361	78.359	1.237	0	7.671	292.742	206.499	258.664	63.52	51.648	70.39	8.486	43.551	5.478
SEVIR_1G011500v2	704.834	455	650	553	478	547	265	313	371	612	603.018	587	463	457	529	392	401	234
SEVIR_1G011550v2	6.63	23.334	7.069	22.127	30.639	10.641	10.763	9	1.329	21.258	21.501	12.336	9.48	8.352	10.61	6.514	7.376	3.522
SEVIR_1G011600v2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
SEVIR_1G011700v2	763	494	283	83	85	72	10	3	28	399	552	533	135	144	165	19	11	13
SEVIR_1G011750v2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SEVIR_1G011800v2	2267.999	2427	2797	7117.724	6594	5478.001	2907	2829	2873.661	3173.324	2929	3140	4126.686	4391	4572	2872.926	2409.014	2285.999
SEVIR_1G011900v2	539	566.001	559	873.071	768	1031.999	455	506	610	667	636	549	696.999	807.001	816	455	521	429
SEVIR_1G012000v2	986	669	1250	573	640	692	366	348	350	522	710	912	495	553	506	440	378	323
SEVIR_1G012100v2	511	1960.994	814	30037.01	32411.617	36315.544	321475.861	236561.626	83875.213	6236	4615	5514	16328.999	18833	17665.015	89138.535	105369.408	27487.928
SEVIR_1G012200v2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
SEVIR_1G012300v2	360	265	180	386	326	328	73	101	164	298	300	287	344	388	406	124	65	146
SEVIR_1G012350v2	68	70	86	64	48	74	122	93	53	67	85	106	64	62	42	102	85	29
SEVIR_1G012400v2	3602	4715	4087.319	11197.537	11351.521	16794.542	20753.92	13067.039	11459.94	6268	5263.044	4180	8163.347	8768.319	9115	17248.172	14578	6134
SEVIR_1G012500v2	188	297	148	155	142	364.049	125.005	146	73	423	455	338	246	326	319	113.012	119.019	117.019
SEVIR_1G012600v2	650	597	697	715	628	947	391	457	546	784	849	725	627.001	683	703	529	498	335
SEVIR_1G012650v2	2	0	0	1	8	1	1	0	1	0	0	0	0	0	0	0	1	0
SEVIR_1G012700v2	584	550	398	208	134	253	58	65	125	517	446.319	241	387	386	424	88	37	88
SEVIR_1G012800v2	6414.341	4226	2133	704	633	1574	191	431	1301	3582	3363	2816	2381	2684	2561	958	549	539.072
SEVIR_1G012900v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G013000v2	0	4	0	3	11	18	173	66	19	4	6	3	6	6	3	47	78	27
SEVIR_1G013100v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G013200v2	29	50	43	48	49	17	38	13	23	79	58	73	8	18	10	31	13	4
SEVIR_1G013300v2	5	7	2	1	4	1	4	7	3	7	22	32	4	7	2	2	8	134
SEVIR_1G013400v2	24875.933	21596.923	19507.745	19340.452	18778.585	44361.611	16619.071	11941	19757	20381.319	24396.603	20957.951	31619.602	36425.498	35515.526	17599.652	11833	17159
SEVIR_1G013450v2	12279.839	7014.325	12522.087	13373.614	14218.909	12590	5359	5405	7242.029	10794	11284.687	9669	9584.545	9947	9599	6296.289	5545.297	4626.004
SEVIR_1G013500v2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SEVIR_1G013600v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G013700v2	197	135	87	53	45	67	20	22	42	132	127	106	158.008	168	156	24	20	25
SEVIR_1G013800v2	4851	3303	4847	4541.235	4651	4417	1101	1035	1309	3949.996	4224	5084.742	4335.998	4380.794	4411	1053	1142	1142
SEVIR_1G013900v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SEVIR_1G014000v2	683	762	694	1118	1059	1119	910	1148	1076	1122	860	873	846	931	857	1615	1033	604
SEVIR_1G014100v2	5079.017	2932	1894.021	1001	996	1296	337	466	990	2496	2393	2223	1668	2058	1748.661	612	441	413
SEVIR_1G014200v2	2446.817	1537	2043	2247.999	2310.602	2115.999	1003	1120.001	1482.999	1776.001	1785.001	1707	1595.001	2133.165	1888.999	1244	1231.999	669
SEVIR_1G014250v2	4	4	3	6	4.337	3	1	1	2	3	2	3	2	12.837	2	1	0	2
SEVIR_1G014300v2	10	4	4	18	15	12	5	14	31	12	8	12	12	9	17	19	6	14
SEVIR_1G014400v2	5453	3661	3483	2561.579	2450	3676	1157	1394.997	2586	4113	4797	4464.849	3150	3124	3303.553	2029	1519	1634
SEVIR_1G014500v2	1996	1524	1393	805	809.003	1044	438	539	902.345	1631	1489.451	1502	1464	1492	1532	722	465	736
SEVIR_1G014600v2	215	85	84	103	62	141	43	13	26	121	104	141	124	142	132	35	7	25
SEVIR_1G014700v2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SEVIR_1G014800v2	151	194.963	279.005	68	85	128.003	27	26	19	165.655	89	153	96	109	81	33	28	26
SEVIR_1G014900v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G015000v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SEVIR_1G015100v2	247	227.037	409.995	200	199	175.997	26	36	31	287.345	253	307	268	285	266	48	22	29
SEVIR_1G015200v2	166	93	208	34	19	67	0	2	13	99	170	115	109	111.116	106	8	7	10
SEVIR_1G015250v2	119	120	150	222	245	137	45	45	59	162	133	169	129	141	120	64	108	32
SEVIR_1G015300v2	385	328.001	482.001	436.001	517.001	265.001	150.999	199.001	154	437	409.999	373.998	238	308.999	259.999	130	139.002	132
SEVIR_1G015400v2	244.769	211.006	245.486	203.482	160.755	215.765	94.608	104.016	99.015	255.006	263.022	222.821	197.738	239.045	218.035	94.482	87.018	79.902
SEVIR_1G015450v2	2.271	0	6.521	2.409	0	2.98	0	0	0	0	0	1.837	9.278	0	0	3.543	0	0
SEVIR_1G015500v2	188.999	212	314	397	385	355	166	210.999	224	339.001	339	232	290	310	298	213	242	146.001
SEVIR_1G015600v2	29	38	41	54	71	36	20	26	33	34	30	42	36	29	33	15	30	31
SEVIR_1G015650v2	51	40	38	33	31	28	12	27	43	47	41	18	30	49	20	36	37	17
SEVIR_1G015700v2	33	96	172	690	655	88	65	978	612	135	132	227	64	54	78	726	346	1030
SEVIR_1G015750v2	0	0	0	0	1.496	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G015801v2	0	2	2	2	1.504	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G015851v2	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
SEVIR_1G015900v2	6219	4986	2856	2577	2664.476	3473	1150	1395	1547	4741.251	4728.879	4215.649	3021	3817	3842	1375	1160	1059
SEVIR_1G016000v2	2403	2293	2837	3033.987	2752	3368	1523.049	2188.693	2414	2819	2702	2000	2062	2469	2570	2116	2122	1169
SEVIR_1G016200v2	0	2	8	3	5	5	8	5	3	2	3	2	2	1	6	1	1	4
SEVIR_1G016300v2	1056	940	905.001	926	796	931.999	540	592.999	661	1126.001	989	820	767	885	959.985	510	546	304.999
SEVIR_1G016400v2	82	56	19	0	6	8	3	2	8	33	50	122	12	7	4	5	3	1
SEVIR_1G016500v2	632	554	495	238	177	421.191	534	271	181	558	493	529	236	297	267	311	176	90
SEVIR_1G016600v2	295	194	586	147	116	50	49	67	74	252	181	197	89	108	70	28	53	89
SEVIR_1G016700v2	9	10	11	5	6	2	0	0	0	7	6	19	7	3	7	0	0	1
SEVIR_1G016800v2	1212	226	488	5644.688	4965	6042.589	6270.356	3807	5021	641	881.195	1923	2212	2485	2508	3051	4113	5455.151
SEVIR_1G016850v2	5	0	7	1	3	2	10	7	11	1	3	2	3	0	6	4	7	4
SEVIR_1G016900v2	306	126	269	923	1064.059	1849	1210	841	916.545	254	264	373	1108	1338	1217	555	1018	1439
SEVIR_1G017000v2	636	17	300	670	619	652	163	32	141	70	114	886	420	507	413	70	64	69
SEVIR_1G017100v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SEVIR_1G017150v2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G017200v2	16	8	0	1	5	8	8	4	4	4	19	5	7	10	8	2	0	9
SEVIR_1G017400v2	1	0	0	23	17	83	29	63	91	1	3	2	16	33	34	56	53	91
SEVIR_1G017500v2	44	13	16	1294	1162	1766	2656	2388	3534.743	16	52	49	511	493.096	539	2717	2860	3332
SEVIR_1G017600v2	453	201	193	366	359	413	417	365	474.999	202	210	401	225	364	285	444	391	152
SEVIR_1G017700v2	118	191	141	55	52	124	62	53	75	190	196	180	57	55	68	100	101	102
SEVIR_1G017800v2	10	14	10	14	12	25	231	75	32	9	22	19	18	21	28	112	114	34
SEVIR_1G017900v2	56	53	76	50	38	102	28	19	41	52	58	76	52	76	52	51	45	29
SEVIR_1G018000v2	1	0	1	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0
SEVIR_1G018100v2	66	66	26	40	37	118	7	4	12	135	69	199	122	135	135	10	5	12
SEVIR_1G018200v2	60	62	57	164	157	121	11	26	14	71	55	220	122	158	118	13	18	39
SEVIR_1G018300v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G018400v2	209	139	136	51	59	122	22	9	15	130	121	116	147	224	211	6	6	16
SEVIR_1G018500v2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G018600v2	0	0	0	0	0	0	1	3	0	0	3	0	3	2	1	0	0	0
SEVIR_1G018700v2	8	17	12	8	8	9	14	6	1	8	10	5	10	7	6	8	13	5
SEVIR_1G018800v2	2009	1990	2163	1248.358	1154	2618	402	382	880	2210	2283	1381	2315	2970.989	2831	738	246	461
SEVIR_1G018900v2	13	26	10	3	7	41	5	4	4	40	47	10	21	20	21	13	8	7
SEVIR_1G019000v2	345	285	404	533	460	464	198	246	302	391	373	273	359	413.999	431	312	231	146
SEVIR_1G019100v2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G019201v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SEVIR_1G019300v2	26	27	47	51	39	87	65	19	52	60	94	86	42	37	40	21	19	32
SEVIR_1G019400v2	563	989	1163	1109	1119	885	530	942	1461	704	1041	833	766	777.136	881	1116	849	1047
SEVIR_1G019500v2	1670	803	767	148	173	248	36	42	120	848	549	493.001	309	410	348	77	64	59
SEVIR_1G019600v2	8562	7064	8092	13396.847	14639.044	19153.64	15987.059	14656	16677.966	8089	9740	6077	12865.496	18410.806	16020.22	13273	16776.234	5283
SEVIR_1G019700v2	1801	1109	986	797.333	833	2242	614	319	629	648	1207	1604	1273	1307	1303	400	333	413
SEVIR_1G019800v2	2581.585	2167	2317	1654	1544	1714.9	737	768	1028	2214	2185	2360	1675	1703.999	1776	844	768.267	889
SEVIR_1G019900v2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0
SEVIR_1G020000v2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
SEVIR_1G020050v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G020100v2	11	5	10	8	14	0	3	2	4	2	3	7	1	6	5	0	1	0
SEVIR_1G020200v2	4	4	2	4	1	2	1	1	1	1	3	2	0	3	5	1	3	3
SEVIR_1G020250v2	15	17	4	6	8	6	5	7	7	15	15	20	12	15	12	12	6	3
SEVIR_1G020300v2	678	568	760	1112	1086	1266	920	768	869	742	718.666	643	949	946.073	918	817	726	530
SEVIR_1G020400v2	1884	1481.211	1303	1091	1158	1360	360	582	979	1758	1701	1051	1289	1600.41	1409	597	523	348
SEVIR_1G020500v2	3841.158	3633	3478.696	1612.316	1783.005	2382	959	1220	1180	3699.877	4066	3067	1526	1727	1759	1179	637	754
SEVIR_1G020600v2	72703.186	27321.96	27771.737	16737.985	15943	28811.852	10009	8288	17993.923	27053.731	31846.939	39754.757	23861	26007.981	25792.962	13007.151	7885	9235
SEVIR_1G020700v2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G020800v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G020900v2	222	140	173	140	134	230	69	55	60	125	128	168	152	194	191	60	49	36
SEVIR_1G020950v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_1G021000v2	22.076	19	32	26	13	34	17	31	14	31	25	29	27	31	27	9	20	19
SEVIR_1G021100v2	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0
SEVIR_1G021200v2	519	290	584	709	693	432	45	75	105	571	412	642	354	462	394	91	37	105
SEVIR_1G021250v2	1	3	1	2	1	1	0	0	1	0	1	0	0	4	2	0	0	0
SEVIR_1G021300v2	244	160	199	581.106	556	357	61	55	37	323	293	300	328	348.027	351	33	33	101
SEVIR_1G021400v2	4210	2699	3015.224	1593	1442.001	1365.414	482	1115.999	1913	2422	2545.968	2023.965	1560	1900	1856.146	1069.001	906	590
SEVIR_1G021500v2	990	536	667	453	434	633	70	96	227	683	738	616	553	664	673	215	163	100
